idx,winner_id,loser_id,score,matchround,minutes,w_ace,w_df,w_1stIn,w_1stWon,w_2ndWon,w_bpSaved,w_bpFaced,l_ace,l_df,l_1stIn,l_1stWon,l_2ndWon,l_bpSaved,l_bpFaced,winner_rank,loser_rank
3155,103819,105238,6-3 7-5 6-1,R64,93,25,2,49,43,13,0,0,3,7,55,35,18,8,13,3,35
3156,105777,105477,6-3 4-6 6-2 7-5,R64,159,11,4,84,63,21,6,8,4,7,66,44,24,4,9,28,210
3157,106233,104597,6-3 6-1 6-3,R64,101,5,1,41,33,16,0,0,13,4,56,33,19,11,17,20,73
3158,105676,106000,6-4 0-6 6-4 6-2,R64,157,7,3,63,38,20,7,15,3,2,71,38,19,7,16,16,81
3159,105227,105077,6-4 6-3 7-6,R64,139,17,0,55,46,21,0,1,7,5,54,39,25,3,6,13,61
3160,105138,105583,4-6 6-2 4-6 6-2 6-1,R64,170,7,5,78,60,28,3,6,8,4,73,46,25,0,7,21,77
3161,106401,104655,6-4 7-5 7-6,R64,118,19,1,62,49,22,5,7,15,2,61,49,13,2,6,30,41
3162,104607,105806,6-4 6-0 6-3,R64,98,15,2,39,37,15,0,0,7,2,47,29,19,9,14,6,138
3163,104534,104269,4-6 6-3 6-3 7-6,R64,169,5,2,70,41,37,6,12,9,7,83,48,18,7,15,87,45
3164,105723,104871,6-4 7-6 7-6,R64,128,9,3,68,55,21,3,5,11,8,65,51,19,5,8,74,31
3165,104792,103917,7-5 6-4 6-1,R64,100,18,3,57,51,12,1,1,2,3,55,38,8,1,5,25,63
3166,103565,104330,6-1 6-7 4-6 7-5 7-5,R64,216,23,6,96,66,44,14,20,11,7,120,74,37,14,23,225,93
3167,105683,103990,7-6 7-6 7-5,R64,175,24,6,70,58,32,4,4,0,3,101,68,27,11,12,14,42
3168,104678,105065,6-4 7-6 7-6,R64,150,10,3,65,50,26,2,5,16,1,81,57,21,12,16,26,108
3169,104586,106058,7-6 7-6 6-3,R64,136,20,5,76,61,30,10,10,21,6,61,51,22,1,2,51,22
3170,104527,103285,6-2 6-3 6-4,R64,121,15,4,60,44,25,10,11,4,4,60,40,8,7,12,4,188
3171,103970,103720,6-2 6-4 6-4,R64,152,4,1,71,48,18,9,10,2,5,52,35,20,10,15,8,308
3172,105449,105064,6-3 6-2 6-2,R64,88,10,2,37,33,22,2,2,3,4,33,23,13,5,10,32,37
3173,103852,105550,7-6 6-7 7-6 6-7 6-4,R64,271,42,14,117,89,50,7,11,13,4,137,94,33,6,11,19,75
3174,104545,104719,6-3 7-6 7-6,R64,140,20,4,72,59,21,0,0,4,3,65,51,20,5,6,11,80
3175,106071,104620,6-4 6-2 6-7 7-5,R64,181,24,4,82,68,21,0,1,8,4,108,70,20,4,9,17,64
3176,105357,104180,4-6 6-4 6-2 4-6 7-5,R64,218,13,5,110,74,31,5,9,22,5,86,65,31,5,11,95,38
3177,105311,105053,6-3 7-5 3-6 6-1,R64,156,8,1,64,52,19,0,2,11,0,68,45,30,13,18,33,70
3178,104918,105032,6-0 6-4 6-1,R64,91,10,2,34,28,18,0,1,6,4,46,27,10,7,14,2,67
