idx,winner_id,loser_id,score,matchround,minutes,w_ace,w_df,w_1stIn,w_1stWon,w_2ndWon,w_bpSaved,w_bpFaced,l_ace,l_df,l_1stIn,l_1stWon,l_2ndWon,l_bpSaved,l_bpFaced,winner_rank,loser_rank
8811,126774,104252,4-6 7-5 6-4,R32,120,10,0,52,43,14,2,5,0,1,63,45,20,7,11,91,69
8812,105379,104291,7-5 6-1,R32,83,9,0,29,25,9,2,4,2,5,47,27,8,5,11,49,98
8813,106233,105539,7-6(3) 6-3,R32,96,13,3,38,35,11,3,4,2,1,53,34,11,4,7,5,72
8814,106432,105932,6-1 6-3,R16,74,3,1,39,28,8,2,3,3,3,35,15,12,6,11,48,59
8815,126094,104269,6-4 3-6 6-4,R16,117,3,9,62,42,17,7,11,12,5,41,30,18,3,7,39,35
8816,105550,105882,7-6(4) 6-3,R16,95,2,1,43,31,11,4,6,9,2,42,30,13,4,8,64,134
8817,105806,103852,6-4 7-6(2),R16,85,8,1,46,33,17,3,3,13,4,38,31,16,4,5,138,36
8818,105376,126610,6-2 6-2,R16,51,2,0,22,19,13,0,0,3,2,30,17,8,2,6,60,135
8819,104792,105526,6-3 1-6 6-3,R16,80,3,5,40,32,16,1,3,5,3,38,27,18,5,7,46,53
8820,126774,104755,6-3 6-4,R16,71,4,2,36,31,11,0,0,2,0,42,27,9,1,3,91,31
8821,106233,105379,7-5 6-4,R16,106,9,3,42,33,12,2,3,1,1,57,37,17,12,15,5,49
8822,126094,106432,6-3 7-5,QF,90,2,8,37,32,13,1,2,6,2,43,28,7,1,4,39,48
8823,105550,105806,6-2 6-3,QF,66,7,1,44,34,6,2,2,3,1,34,23,6,4,7,64,138
8824,104792,105376,6-3 7-6(6),QF,87,8,4,51,37,8,1,3,0,0,35,21,19,3,6,46,60
8825,106233,126774,7-5 6-4,QF,100,7,4,45,33,13,6,7,4,3,49,32,11,2,5,5,91
8826,126094,105550,6-2 4-6 7-6(2),SF,145,2,11,76,55,14,7,11,3,0,74,44,12,6,11,39,64
8827,104792,106233,W/O,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,5
8828,104792,126094,6-2 6-3,F,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,39
8829,106329,105074,6-7(4) 6-3 7-6(8),R32,161,6,6,65,56,24,5,6,8,1,75,58,16,1,3,124,117
8830,111513,105657,5-7 6-4 7-5,R32,145,8,8,56,45,17,3,6,9,8,53,42,23,2,6,88,93
8831,105062,105430,6-2 7-6(4),R32,124,2,0,49,33,19,8,9,5,6,52,33,12,6,9,74,87
8832,105916,106044,6-0 6-3,R32,55,2,0,26,21,7,0,0,2,2,27,12,11,4,9,85,95
8833,111797,104665,6-7(4) 6-4 7-5,R32,150,9,5,63,48,24,5,7,4,5,68,47,24,5,9,113,1690
8834,104898,104882,7-6(6) 7-5,R32,120,7,3,49,35,15,2,5,1,2,50,29,16,8,12,42,97
8835,106120,106210,6-3 7-6(5),R32,99,3,0,57,40,13,2,3,15,9,46,31,12,6,8,198,62
8836,125802,111576,6-3 6-3,R32,81,5,2,31,23,12,1,2,2,3,37,18,15,4,8,230,223
8837,104468,105815,6-4 6-1,R32,76,2,2,33,19,14,2,4,1,2,24,14,6,4,9,89,96
8838,105732,106065,7-6(4) 6-7(6) 6-2,R32,144,11,7,76,57,19,9,11,5,4,72,48,18,2,6,81,109
8839,106026,111459,6-3 6-4,R32,75,2,0,34,22,10,0,2,5,5,41,25,8,4,9,118,610
8840,106368,106148,7-6(4) 6-2,R32,95,8,2,43,37,9,2,2,1,4,44,32,13,3,5,148,106
8841,104731,106329,7-6(4) 3-2 RET,R16,80,10,1,26,22,14,0,0,5,2,31,22,19,3,4,14,124
8842,105062,111513,7-5 7-6(5),R16,114,0,1,54,39,10,0,2,6,4,40,30,18,6,9,74,88
8843,105332,105916,6-4 6-7(4) 7-6(6),R16,182,10,7,62,53,29,12,16,4,6,83,56,27,16,21,41,85
8844,104898,111797,3-6 7-6(5) 7-5,R16,130,13,2,63,50,21,3,5,12,3,64,49,25,3,5,42,113
8845,106120,125802,6-4 6-4,R16,91,0,0,46,31,16,6,7,4,3,33,26,10,1,4,198,230
8846,104468,105138,6-3 7-6(5),R16,122,4,2,49,34,19,3,5,0,4,43,30,15,4,7,89,20
8847,105732,106026,4-6 6-3 6-4,R16,110,13,2,55,42,20,7,8,1,3,42,36,15,0,2,81,118
8848,105227,106368,6-4 6-3,R16,72,8,1,26,23,15,0,1,5,1,35,22,9,1,4,6,148
8849,104731,105062,6-7(3) 6-4 6-2,QF,150,24,7,65,55,13,5,6,4,4,70,45,23,8,12,14,74
8850,105332,104898,7-5 2-6 6-3,QF,118,9,7,43,31,28,5,10,7,4,53,33,19,5,10,41,42
8851,104468,106120,6-2 6-3,QF,74,3,3,21,18,15,0,1,1,2,34,18,11,5,9,89,198
8852,105227,105732,6-3 6-2,QF,64,7,1,24,23,13,0,0,2,5,25,17,8,1,4,6,81
8853,104731,105332,6-7(6) 7-6(2) 6-1,SF,139,26,3,74,55,22,4,5,6,4,52,40,28,6,9,14,41
8854,104468,105227,1-6 6-3 6-2,SF,111,0,3,56,34,14,7,10,9,1,37,27,13,1,5,89,6
8855,104468,104731,7-6(4) 6-2,F,96,1,1,53,39,9,4,5,15,2,45,28,11,5,8,89,14
8856,133430,104297,6-3 6-2,R32,56,9,2,26,24,12,0,0,3,0,36,22,5,0,3,50,100
8857,111575,105216,6-1 3-6 6-4,R32,100,8,3,49,39,17,7,8,3,3,48,36,13,4,7,48,41
8858,104655,106121,6-3 6-2,R32,76,5,3,31,25,16,5,6,2,4,35,22,6,4,8,33,98
8859,111202,105815,6-3 5-7 6-3,R32,131,2,3,65,46,14,9,12,7,0,52,35,18,7,12,62,96
8860,105311,105385,6-7(8) 6-4 6-2,R32,122,9,0,49,45,21,1,2,8,3,55,36,25,10,14,59,63
8861,103970,200059,7-6(7) 6-4,R32,120,3,6,44,29,22,3,5,5,5,46,31,22,9,12,38,313
8862,105138,105030,6-2 6-1,R32,56,3,1,37,29,7,5,6,3,3,18,11,4,2,7,21,0
8863,105449,132482,7-5 7-6(4),R32,104,12,1,43,34,22,4,5,7,1,40,31,20,2,4,46,397
8864,106210,105430,3-6 6-1 7-6(7),R32,147,4,3,57,43,17,1,3,6,3,78,50,18,12,15,64,88
8865,105041,126774,6-3 6-7(5) 6-3,R32,108,12,3,59,50,18,2,3,12,1,52,40,14,0,3,90,80
8866,104898,134770,0-6 7-6(6) 6-3,R32,100,16,1,55,41,17,3,6,12,3,56,46,12,1,2,43,137
8867,105376,105065,6-3 4-6 6-3,R32,104,2,3,56,38,18,0,3,2,2,47,26,20,4,9,65,135
8868,105223,133430,6-2 6-4,R16,65,8,0,36,25,13,0,0,3,3,25,19,6,0,3,12,50
8869,111575,104655,6-2 7-6(4),R16,71,10,2,37,28,13,1,2,3,0,34,24,11,1,4,48,33
8870,111202,104545,7-6(3) 5-7 6-2,R16,144,15,1,67,53,17,0,1,30,4,86,55,17,4,6,62,16
8871,103970,105311,6-2 6-2,R16,66,2,1,30,24,9,1,1,3,2,30,19,6,2,6,38,59
8872,105138,105449,2-6 6-2 6-1,R16,98,1,2,44,31,16,4,6,6,2,36,24,11,1,5,21,46
8873,106210,105023,6-4 6-7(10) 7-6(5),R16,137,7,5,80,68,18,3,3,24,5,73,62,20,2,3,64,13
8874,104898,105041,7-6(4) 6-3,R16,84,9,1,47,37,13,1,2,6,2,37,27,15,0,2,43,90
8875,105376,106058,6-3 6-3,R16,61,9,2,26,23,9,0,1,8,2,34,22,9,4,8,65,8
8876,105223,111575,7-6(4) 6-3,QF,93,11,2,54,42,11,0,0,5,1,36,29,14,1,2,12,48
8877,103970,111202,6-3 6-2,QF,75,4,1,46,27,12,5,7,2,3,39,18,5,3,8,38,62
8878,105138,106210,7-6(1) 6-2,QF,89,2,1,44,33,10,1,2,8,4,48,30,9,1,4,21,64
8879,104898,105376,6-4 6-4,QF,84,4,3,38,24,23,8,10,7,5,34,25,13,2,6,43,65
8880,105223,103970,6-4 6-4,SF,105,1,2,32,24,22,6,7,1,4,44,32,8,3,6,12,38
8881,105138,104898,6-7(7) 7-6(3) 7-6(5),SF,172,7,1,87,69,16,2,5,19,4,94,67,23,9,12,21,43
8882,105138,105223,6-1 4-6 7-5,F,127,7,4,55,42,15,2,4,9,1,49,33,17,1,5,21,12
8883,105357,200615,7-6(4) 6-0,R32,80,5,0,25,22,15,0,1,5,6,34,22,11,5,9,127,621
8884,105332,105379,1-6 7-6(5) 6-3,R32,104,12,5,53,46,14,7,10,11,0,59,46,14,4,7,42,51
8885,104919,104999,7-5 6-3,R32,104,5,3,42,32,10,1,4,3,3,38,21,13,3,8,52,34
8886,103852,126846,4-6 7-6(5) 6-3,R32,124,10,4,60,49,18,4,5,23,3,61,47,24,5,7,36,462
8887,200282,104269,6-4 6-2,R32,76,3,3,38,29,10,6,7,3,4,27,16,9,2,6,167,40
8888,106000,105526,6-1 6-4,R32,60,7,3,29,26,11,2,3,7,3,32,22,5,6,10,30,53
8889,105173,105539,5-7 7-5 6-4,R32,140,8,7,53,42,26,1,3,11,2,60,45,19,4,7,28,71
8890,105575,106109,5-7 7-5 6-4,R32,117,7,7,48,40,27,4,6,21,1,51,43,23,6,9,138,189
8891,105238,104678,6-3 6-7(6) 7-5,R32,140,13,9,58,44,30,9,13,13,7,53,38,16,3,9,37,54
8892,106421,104259,6-2 6-3,R32,69,8,1,36,33,8,3,3,1,1,33,17,13,2,5,84,29
8893,111577,104468,6-1 6-4,R32,67,3,5,27,20,10,2,3,2,3,32,20,8,9,14,55,57
8894,103893,111442,7-6(5) 6-4,R32,114,15,4,58,46,9,4,6,6,3,40,27,15,3,6,45,99
8895,104180,105357,7-6(5) 6-4,R16,95,14,2,53,40,9,1,2,8,1,55,37,16,6,8,25,127
8896,105332,104919,6-2 3-6 6-1,R16,73,7,2,34,28,18,2,3,5,2,44,30,9,0,4,42,52
8897,103852,106043,6-3 7-6(1),R16,79,15,3,43,38,9,1,2,2,0,32,22,17,2,4,36,26
8898,200282,106000,6-2 3-0 RET,R16,49,4,1,21,15,8,1,1,1,2,25,15,4,5,9,167,30
8899,105173,105575,6-2 6-1,R16,48,3,1,23,21,7,0,0,0,2,22,10,10,0,5,28,138
8900,104926,105238,3-6 6-3 6-4,R16,117,4,3,56,41,19,1,2,10,4,51,38,20,2,4,27,37
8901,106421,111577,6-3 4-6 7-5,R16,125,6,1,49,41,19,2,3,3,2,67,43,23,7,10,84,55
8902,103893,105077,6-3 7-5,R16,123,10,3,42,38,12,2,2,6,3,52,32,21,12,14,45,22
8903,105332,104180,6-4 6-4,QF,72,17,3,34,30,11,0,0,5,3,37,30,10,3,5,42,25
8904,200282,103852,6-4 6-4,QF,85,5,3,40,30,12,1,2,6,0,41,29,10,2,5,167,36
8905,104926,105173,6-7(4) 7-6(4) 6-2,QF,166,8,9,70,51,23,6,9,5,6,66,42,25,6,11,27,28
8906,106421,103893,6-3 6-3,QF,72,5,1,20,18,16,0,1,0,2,40,24,8,5,9,84,45
8907,200282,105332,4-6 6-1 6-1,SF,109,3,3,62,45,16,7,8,6,5,34,27,13,3,8,167,42
8908,106421,104926,2-6 6-4 6-1,SF,112,10,5,46,34,17,5,8,3,3,49,33,18,9,13,84,27
8909,106421,200282,1-6 6-4 7-5,F,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,167
8910,104745,103607,6-1 6-1 6-1,R128,94,2,1,48,37,12,5,6,1,1,40,19,5,4,12,1,79
8911,104919,111797,6-2 7-6(1) 6-3,R128,115,12,1,46,46,14,0,0,10,1,74,50,20,12,16,52,101
8912,105357,106432,7-5 6-4 6-1,R128,139,10,2,69,51,17,5,7,2,4,48,27,14,2,8,122,46
8913,106000,103893,3-6 2-6 7-6(5) 6-2 6-4,R128,225,3,5,74,58,27,4,9,18,5,92,68,41,8,13,30,44
8914,106043,105583,2-6 6-3 5-7 6-4 11-9,R128,239,14,7,109,68,40,14,25,6,8,126,78,24,13,24,26,75
8915,134770,111460,6-3 3-6 6-7(5) 7-5 11-9,R128,256,9,4,153,102,43,14,16,27,16,120,99,31,8,12,138,134
8916,105238,104890,7-6(3) 6-3 6-4,R128,124,11,4,46,36,19,4,8,11,7,63,40,17,9,16,37,448
8917,105051,104545,6-4 3-6 6-3 6-3,R128,124,13,4,68,57,18,2,3,24,2,68,48,20,0,4,78,16
8918,105807,106186,7-5 4-6 7-5 6-1,R128,211,10,4,81,58,17,4,9,6,11,91,59,22,11,20,11,243
8919,104468,105657,7-5 6-4 6-3,R128,121,2,6,72,51,17,3,5,12,2,49,33,18,5,10,57,92
8920,104291,106099,6-7(2) 3-6 6-3 7-5 6-3,R128,242,9,6,85,61,37,9,17,9,6,96,63,33,14,24,100,210
8921,104180,105643,7-5 6-4 6-3,R128,149,15,2,59,46,20,3,3,4,3,74,49,17,8,11,28,67
8922,104655,104022,7-6(7) 6-3 7-5,R128,143,12,2,68,47,27,1,4,9,1,63,39,21,3,8,34,90
8923,105992,104534,6-3 5-7 3-6 7-5 6-2,R128,219,15,6,99,68,27,6,13,5,4,95,57,26,10,19,45,95
8924,105311,104460,6-4 6-3 4-6 6-7(4) 6-1,R128,171,7,2,79,66,27,4,6,10,11,123,79,25,9,16,70,129
8925,105227,105577,6-2 6-2 4-6 7-6(5),R128,197,20,3,71,55,26,3,5,12,6,80,59,30,13,18,6,105
8926,105777,110602,6-3 6-2 6-1,R128,98,7,5,38,33,18,2,2,3,2,49,26,13,8,14,3,226
8927,111456,111200,6-4 6-3 4-6 6-1,R128,155,3,7,73,56,20,5,7,2,4,64,42,26,7,13,186,140
8928,104571,106026,7-6(4) 6-4 6-3,R128,129,12,1,51,36,20,3,6,0,1,75,41,16,3,9,123,119
8929,126094,103970,7-5 6-7(6) 6-2 6-7(6) 6-2,R128,230,13,15,96,68,34,9,17,3,10,102,56,28,8,21,32,33
8930,106401,104297,6-1 6-2 6-4,R128,87,16,1,58,44,13,2,2,3,3,49,30,8,2,7,17,98
8931,104678,106109,6-7(2) 4-6 6-2 6-3 6-4,R128,169,22,5,107,81,20,7,10,12,5,83,61,28,6,12,65,188
8932,133430,126774,6-1 6-3 7-6(5),R128,116,9,6,46,38,24,1,2,6,6,46,30,23,3,8,50,82
8933,104542,110536,6-4 6-4 6-1,R128,121,5,4,51,41,18,5,5,6,6,71,45,13,10,15,15,214
8934,106378,104731,6-7(4) 6-3 3-6 6-3 6-4,R128,239,11,5,108,84,31,9,11,35,2,93,77,22,7,11,49,12
8935,104797,105732,6-2 6-1 5-7 7-6(3),R128,178,7,2,86,60,26,2,4,10,7,78,54,23,7,12,60,74
8936,105932,105589,6-3 6-4 2-6 6-3,R128,139,4,2,61,46,21,5,9,11,3,67,42,24,10,16,61,102
8937,105074,106298,6-4 6-4 6-7(4) 7-6(6),R128,191,11,2,108,73,38,12,14,14,6,85,61,29,4,8,117,18
8938,106415,104259,6-3 2-6 6-0 1-6 6-2,R128,159,3,2,79,50,17,11,17,8,4,68,42,22,11,19,168,29
8939,104312,144895,3-6 6-4 6-2 6-2,R128,153,2,2,68,48,24,6,11,5,5,62,35,17,7,15,76,155
8940,103333,111513,7-6(3) 6-3 7-6(2),R128,141,21,9,74,64,21,7,8,9,1,73,54,19,7,9,89,85
8941,105216,106058,6-1 7-6(4) 5-7 6-3,R128,153,14,4,71,53,30,7,12,6,7,69,47,17,2,9,41,9
8942,106233,105550,6-4 6-4 6-4,R128,136,15,5,69,54,21,6,6,3,1,55,39,20,5,8,5,56
8943,106045,105449,6-7(5) 6-3 7-6(3) 6-2,R128,169,9,5,74,55,36,2,4,13,9,65,46,37,6,11,190,48
8944,106210,106324,6-4 6-3 6-3,R128,108,15,2,62,46,17,5,5,1,0,59,37,16,2,6,64,225
8945,105173,126610,6-4 6-4 6-4,R128,107,1,2,47,40,21,1,1,12,2,48,37,17,1,4,27,130
8946,104269,105138,6-1 7-5 7-5,R128,127,10,5,54,45,11,2,4,1,1,80,46,11,4,11,40,21
8947,109739,105649,6-0 6-3 6-4,R128,97,8,0,36,28,20,1,2,1,7,61,34,9,11,18,94,83
8948,105815,104871,6-4 7-6(2) 6-2,R128,105,12,1,69,56,11,2,2,6,4,54,42,13,2,5,97,84
8949,104527,105575,6-3 6-4 2-6 7-6(2),R128,167,15,5,67,48,36,5,9,11,1,72,50,27,8,12,8,136
8950,104925,105385,6-1 6-2 6-4,R128,111,4,1,38,30,20,1,2,2,2,59,28,24,19,25,14,63
8951,104792,144719,6-3 7-6(5) 6-4,R128,121,13,13,50,38,21,2,6,6,5,54,33,14,3,9,39,187
8952,105065,200615,6-3 6-7(14) 6-3 6-3,R128,177,16,5,85,62,34,10,12,17,11,79,57,31,8,14,131,550
8953,105077,111577,6-2 6-3 6-4,R128,111,3,2,46,36,22,5,6,9,3,31,25,15,2,7,22,54
8954,111202,104999,6-2 4-1 RET,R128,48,3,2,21,17,9,3,3,1,3,33,15,6,2,6,58,35
8955,106421,106423,6-2 6-7(6) 7-6(8) 6-4,R128,209,11,7,98,78,22,8,9,6,9,85,59,31,3,7,53,216
8956,105376,105062,6-3 6-3 6-1,R128,104,6,2,61,44,15,7,8,1,2,55,31,10,6,12,62,69
8957,100644,105341,6-1 7-6(5) 7-5,R128,142,17,5,76,54,20,12,14,5,6,51,35,21,5,10,4,73
8958,105676,104897,6-7(3) 6-3 6-2 6-4,R128,153,13,7,75,55,26,4,7,6,4,66,47,19,5,12,7,182
8959,103898,106121,6-7(6) 7-6(0) 6-4 6-1,R128,207,8,5,90,68,17,5,9,14,2,104,59,29,10,18,59,96
8960,105539,104252,6-4 6-4 6-4,R128,116,10,2,63,45,13,4,6,7,4,63,42,24,14,19,72,68
8961,104926,104547,6-4 6-4 7-5,R128,122,16,3,60,42,19,4,7,4,3,74,41,18,8,14,25,66
8962,104607,200282,6-3 3-6 6-0 6-1,R128,125,5,4,56,47,14,1,3,4,4,75,43,9,8,15,20,127
8963,104198,105332,6-0 6-7(4) 6-1 6-4,R128,148,4,2,69,50,27,2,2,12,10,75,48,26,10,17,71,42
8964,111575,105166,7-6(3) 7-6(2) 6-4,R128,147,21,2,75,58,21,9,11,8,3,68,47,23,4,7,47,139
8965,105223,126207,6-3 6-4 6-3,R128,134,14,1,61,51,10,4,4,9,2,46,32,21,3,7,10,81
8966,105023,103852,6-3 6-4 6-2,R128,91,28,4,46,39,21,0,0,13,2,65,40,12,9,13,13,38
8967,105916,105430,6-2 6-3 4-6 7-5,R128,196,6,6,63,48,26,11,16,0,5,102,56,17,12,21,80,87
8968,106044,111442,6-3 6-1 4-6 3-6 6-3,R128,222,6,4,104,65,31,14,19,12,5,91,57,25,11,19,93,99
8969,105041,105683,6-7(5) 7-5 6-4 7-6(4),R128,202,19,7,91,73,32,4,5,36,6,91,77,29,6,9,86,23
8970,104755,104882,6-1 6-4 7-5,R128,125,10,1,55,40,17,2,5,0,4,41,25,22,5,12,31,106
8971,132283,104898,6-3 7-5 6-7(6) 7-5,R128,183,13,4,89,68,33,3,5,8,3,88,63,25,7,12,219,43
8972,105526,126952,6-1 6-2 6-4,R128,77,19,3,39,34,18,2,3,9,8,29,17,20,2,8,55,174
8973,103819,105379,6-3 6-4 6-3,R128,99,12,3,58,45,14,2,2,2,5,50,35,18,9,13,2,51
8974,104745,104919,6-3 6-4 7-6(4),R64,158,4,1,69,55,15,4,5,15,6,71,49,17,9,12,1,52
8975,106000,105357,7-5 3-6 6-4 6-1,R64,159,7,5,65,45,28,4,8,13,3,81,51,19,8,15,30,122
8976,106043,134770,6-4 6-2 6-3,R64,118,6,4,38,34,20,1,2,9,2,60,36,15,5,11,26,138
8977,105238,105051,7-6(0) 6-3 6-4,R64,128,19,8,61,48,23,6,8,5,2,72,44,12,7,12,37,78
8978,105807,104468,6-2 3-0 RET,R64,44,5,0,20,15,9,4,4,2,2,20,12,2,2,6,11,57
8979,104180,104291,7-5 6-4 6-7(5) 3-6 6-2,R64,242,32,8,109,91,26,12,14,11,9,92,69,45,13,18,28,100
8980,105992,104655,6-4 7-6(5) 6-4,R64,116,14,3,58,51,18,0,0,7,7,56,43,22,3,5,45,34
8981,105227,105311,6-1 7-5 6-2,R64,105,20,0,41,38,18,0,0,6,2,52,36,12,5,10,6,70
8982,105777,111456,4-6 6-2 6-4 0-6 8-6,R64,205,8,9,101,78,13,6,11,4,6,85,63,31,7,12,3,186
8983,126094,104571,6-4 6-7(5) 6-4 6-2,R64,182,5,14,60,50,25,3,8,23,6,81,57,25,15,24,32,123
8984,106401,104678,7-5 6-4 7-6(2),R64,132,17,3,69,58,14,1,2,16,6,75,55,16,8,11,17,65
8985,104542,133430,3-6 6-3 1-6 7-6(4) 7-5,R64,217,9,8,78,66,36,7,11,11,8,88,65,39,5,8,15,50
8986,106378,104797,6-2 6-2 6-4,R64,89,9,1,43,40,13,0,0,4,0,45,30,15,4,9,49,60
8987,105932,105074,7-5 6-1 6-3,R64,101,6,7,46,37,27,1,1,6,3,52,37,9,2,7,61,117
8988,104312,106415,6-1 6-3 6-4,R64,111,9,3,48,40,22,5,5,1,3,51,30,14,3,8,76,168
8989,103333,105216,7-6(3) 6-7(3) 7-5 4-6 12-10,R64,273,53,10,137,117,37,11,12,16,14,133,110,42,8,10,89,41
8990,106233,106045,6-7(6) 3-6 6-3 6-2 6-3,R64,228,21,8,86,72,24,4,8,12,9,102,64,36,10,18,5,190
8991,105173,106210,6-3 7-6(4) 5-7 6-3,R64,188,19,8,80,62,26,7,12,13,11,86,59,19,5,11,27,64
8992,109739,104269,6-4 4-6 7-6(5) 3-6 6-3,R64,207,16,2,108,79,27,6,8,15,8,105,82,22,4,6,94,40
8993,105815,104527,6-2 6-1 6-4,R64,88,11,1,47,38,15,2,2,4,2,55,32,14,8,13,97,8
8994,104925,104792,4-6 6-3 6-1 6-3,R64,165,5,11,77,56,18,5,8,5,15,60,38,22,8,15,14,39
8995,105077,105065,6-4 6-2 7-6(2),R64,128,6,4,49,45,21,3,3,8,0,64,44,17,8,11,22,131
8996,111202,106421,7-6(4) 6-1 6-1,R64,116,3,4,46,39,20,2,3,12,2,63,38,13,6,12,58,53
8997,100644,105376,6-1 6-3 4-6 6-3,R64,119,25,1,70,55,19,1,2,9,5,68,47,17,12,17,4,62
8998,103898,105676,1-6 7-6(5) 6-1 7-6(4),R64,174,13,14,86,60,18,9,16,20,4,72,47,28,10,16,59,7
8999,104926,105539,2-6 6-3 6-4 6-1,R64,140,6,5,61,42,35,2,4,3,4,63,46,17,9,14,25,72
9000,104607,104198,6-3 2-6 6-2 6-3,R64,151,12,2,64,51,20,6,9,8,5,58,39,25,7,13,20,71
9001,105223,111575,6-4 7-6(4) 6-7(0) 6-4,R64,225,13,3,90,73,25,2,3,28,3,102,78,25,12,15,10,47
9002,105916,105023,6-4 7-6(6) 4-6 6-2,R64,163,14,7,73,60,30,10,12,19,5,84,63,29,12,16,80,13
