tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,idx,winner_id,winner_name,winner_hand,winner_ioc,winner_age,loser_id,loser_name,loser_hand,loser_ioc,loser_age
2017-M020,Brisbane,Hard,32,A,20170102,271,5885,104678,Viktor Troicki,R,SRB,31,106415,Yoshihito Nishioka,L,JPN,21
2017-M020,Brisbane,Hard,32,A,20170102,272,5886,106378,Kyle Edmund,R,GBR,22,124014,Ernesto Escobedo,R,USA,20
2017-M020,Brisbane,Hard,32,A,20170102,273,5887,106298,Lucas Pouille,R,FRA,23,104468,Gilles Simon,R,FRA,32
2017-M020,Brisbane,Hard,32,A,20170102,275,5888,111577,Jared Donaldson,R,USA,20,104180,Gilles Muller,L,LUX,34
2017-M020,Brisbane,Hard,32,A,20170102,276,5889,111442,Jordan Thompson,R,AUS,23,111200,Elias Ymer,R,SWE,21
2017-M020,Brisbane,Hard,32,A,20170102,277,5890,103970,David Ferrer,R,ESP,35,106071,Bernard Tomic,R,AUS,24
2017-M020,Brisbane,Hard,32,A,20170102,278,5891,105777,Grigor Dimitrov,R,BUL,26,105449,Steve Johnson,R,USA,27
2017-M020,Brisbane,Hard,32,A,20170102,279,5892,103917,Nicolas Mahut,R,FRA,35,103565,Stephane Robert,R,FRA,37
2017-M020,Brisbane,Hard,32,A,20170102,280,5893,105032,Sam Groth,R,AUS,29,105732,Pierre Hugues Herbert,R,FRA,26
2017-M020,Brisbane,Hard,32,A,20170102,282,5894,104745,Rafael Nadal,L,ESP,31,105238,Alexandr Dolgopolov,R,UKR,28
2017-M020,Brisbane,Hard,32,A,20170102,283,5895,104999,Mischa Zverev,L,GER,29,200282,Alex De Minaur,R,AUS,18
2017-M020,Brisbane,Hard,32,A,20170102,284,5896,106043,Diego Schwartzman,R,ARG,24,105023,Sam Querrey,R,USA,29
2017-M020,Brisbane,Hard,32,A,20170102,286,5897,104527,Stan Wawrinka,R,SUI,32,104678,Viktor Troicki,R,SRB,31
2017-M020,Brisbane,Hard,32,A,20170102,287,5898,106378,Kyle Edmund,R,GBR,22,106298,Lucas Pouille,R,FRA,23
2017-M020,Brisbane,Hard,32,A,20170102,288,5899,105453,Kei Nishikori,R,JPN,27,111577,Jared Donaldson,R,USA,20
2017-M020,Brisbane,Hard,32,A,20170102,289,5900,111442,Jordan Thompson,R,AUS,23,103970,David Ferrer,R,ESP,35
2017-M020,Brisbane,Hard,32,A,20170102,290,5901,105777,Grigor Dimitrov,R,BUL,26,103917,Nicolas Mahut,R,FRA,35
2017-M020,Brisbane,Hard,32,A,20170102,291,5902,106233,Dominic Thiem,R,AUT,23,105032,Sam Groth,R,AUS,29
2017-M020,Brisbane,Hard,32,A,20170102,292,5903,104745,Rafael Nadal,L,ESP,31,104999,Mischa Zverev,L,GER,29
2017-M020,Brisbane,Hard,32,A,20170102,293,5904,105683,Milos Raonic,R,CAN,26,106043,Diego Schwartzman,R,ARG,24
2017-M020,Brisbane,Hard,32,A,20170102,294,5905,104527,Stan Wawrinka,R,SUI,32,106378,Kyle Edmund,R,GBR,22
2017-M020,Brisbane,Hard,32,A,20170102,295,5906,105453,Kei Nishikori,R,JPN,27,111442,Jordan Thompson,R,AUS,23
2017-M020,Brisbane,Hard,32,A,20170102,296,5907,105777,Grigor Dimitrov,R,BUL,26,106233,Dominic Thiem,R,AUT,23
2017-M020,Brisbane,Hard,32,A,20170102,297,5908,105683,Milos Raonic,R,CAN,26,104745,Rafael Nadal,L,ESP,31
2017-M020,Brisbane,Hard,32,A,20170102,298,5909,105453,Kei Nishikori,R,JPN,27,104527,Stan Wawrinka,R,SUI,32
2017-M020,Brisbane,Hard,32,A,20170102,299,5910,105777,Grigor Dimitrov,R,BUL,26,105683,Milos Raonic,R,CAN,26
2017-M020,Brisbane,Hard,32,A,20170102,300,5911,105777,Grigor Dimitrov,R,BUL,26,105453,Kei Nishikori,R,JPN,27
2017-0891,Chennai,Hard,32,A,20170102,271,5912,104297,Rogerio Dutra Silva,R,BRA,33,105583,Dusan Lajovic,R,SRB,27
2017-0891,Chennai,Hard,32,A,20170102,272,5913,105952,Renzo Olivo,R,ARG,25,134770,Casper Ruud,R,NOR,18
2017-0891,Chennai,Hard,32,A,20170102,273,5914,104022,Mikhail Youzhny,R,RUS,35,105031,Saketh Myneni,R,IND,29
2017-0891,Chennai,Hard,32,A,20170102,275,5915,105379,Aljaz Bedene,R,SLO,27,104198,Guillermo Garcia Lopez,R,ESP,34
2017-0891,Chennai,Hard,32,A,20170102,276,5916,106026,Yuki Bhambri,R,IND,24,106368,Ramkumar Ramanathan,R,IND,22
2017-0891,Chennai,Hard,32,A,20170102,277,5917,105332,Benoit Paire,R,FRA,28,104505,Konstantin Kravchuk,R,RUS,32
