tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,idx,winner_id,winner_name,winner_hand,winner_ioc,winner_age,loser_id,loser_name,loser_hand,loser_ioc,loser_age
2015-891,Chennai,Hard,28,A,20150105,2,29,111200,Elias Ymer,R,SWE,19,104997,Igor Sijsling,R,NED,27
2015-891,Chennai,Hard,28,A,20150105,3,30,104180,Gilles Muller,L,LUX,32,104273,Edouard Roger Vasselin,R,FRA,31
2015-891,Chennai,Hard,28,A,20150105,4,31,105575,Ricardas Berankis,R,LTU,25,104563,Luca Vanni,R,ITA,30
2015-891,Chennai,Hard,28,A,20150105,5,32,106210,Jiri Vesely,L,CZE,21,104822,N Vijay Sundar Prashanth,R,IND,28
2015-891,Chennai,Hard,28,A,20150105,6,33,104890,Andreas Haider Maurer,R,AUT,28,104719,Marcel Granollers,R,ESP,29
2015-891,Chennai,Hard,28,A,20150105,7,34,104229,Yen Hsun Lu,R,TPE,31,104500,Somdev Devvarman,R,IND,30
2015-891,Chennai,Hard,28,A,20150105,8,35,105807,Pablo Carreno Busta,R,ESP,23,105292,Alejandro Gonzalez,R,COL,26
2015-891,Chennai,Hard,28,A,20150105,9,36,105376,Peter Gojowczyk,R,GER,25,104268,Alejandro Falla,L,COL,31
2015-891,Chennai,Hard,28,A,20150105,10,37,104198,Guillermo Garcia Lopez,R,ESP,32,105539,Evgeny Donskoy,R,RUS,25
2015-891,Chennai,Hard,28,A,20150105,11,38,105147,Tatsuma Ito,R,JPN,27,106368,Ramkumar Ramanathan,R,IND,20
2015-891,Chennai,Hard,28,A,20150105,12,39,105379,Aljaz Bedene,R,SLO,25,105041,Lukas Lacko,R,SVK,27
2015-891,Chennai,Hard,28,A,20150105,13,40,104527,Stan Wawrinka,R,SUI,30,106432,Borna Coric,R,CRO,18
2015-891,Chennai,Hard,28,A,20150105,14,41,104180,Gilles Muller,L,LUX,32,111200,Elias Ymer,R,SWE,19
2015-891,Chennai,Hard,28,A,20150105,15,42,105676,David Goffin,R,BEL,24,105575,Ricardas Berankis,R,LTU,25
2015-891,Chennai,Hard,28,A,20150105,16,43,104890,Andreas Haider Maurer,R,AUT,28,106210,Jiri Vesely,L,CZE,21
2015-891,Chennai,Hard,28,A,20150105,17,44,104229,Yen Hsun Lu,R,TPE,31,105807,Pablo Carreno Busta,R,ESP,23
2015-891,Chennai,Hard,28,A,20150105,18,45,105138,Roberto Bautista Agut,R,ESP,27,105376,Peter Gojowczyk,R,GER,25
2015-891,Chennai,Hard,28,A,20150105,19,46,104198,Guillermo Garcia Lopez,R,ESP,32,105147,Tatsuma Ito,R,JPN,27
2015-891,Chennai,Hard,28,A,20150105,20,47,105379,Aljaz Bedene,R,SLO,25,103852,Feliciano Lopez,L,ESP,33
2015-891,Chennai,Hard,28,A,20150105,21,48,104527,Stan Wawrinka,R,SUI,30,104180,Gilles Muller,L,LUX,32
2015-891,Chennai,Hard,28,A,20150105,22,49,105676,David Goffin,R,BEL,24,104890,Andreas Haider Maurer,R,AUT,28
2015-891,Chennai,Hard,28,A,20150105,23,50,105138,Roberto Bautista Agut,R,ESP,27,104229,Yen Hsun Lu,R,TPE,31
2015-891,Chennai,Hard,28,A,20150105,24,51,105379,Aljaz Bedene,R,SLO,25,104198,Guillermo Garcia Lopez,R,ESP,32
2015-891,Chennai,Hard,28,A,20150105,25,52,104527,Stan Wawrinka,R,SUI,30,105676,David Goffin,R,BEL,24
2015-891,Chennai,Hard,28,A,20150105,26,53,105379,Aljaz Bedene,R,SLO,25,105138,Roberto Bautista Agut,R,ESP,27
2015-891,Chennai,Hard,28,A,20150105,27,54,104527,Stan Wawrinka,R,SUI,30,105379,Aljaz Bedene,R,SLO,25
2015-451,Doha,Hard,32,A,20150105,1,55,104925,Novak Djokovic,R,SRB,28,105583,Dusan Lajovic,R,SRB,25
2015-451,Doha,Hard,32,A,20150105,2,56,104660,Sergiy Stakhovsky,R,UKR,29,106325,Jabor Al Mutawa,U,QAT,21
2015-451,Doha,Hard,32,A,20150105,3,57,105932,Nikoloz Basilashvili,R,RUS,23,104022,Mikhail Youzhny,R,RUS,33
2015-451,Doha,Hard,32,A,20150105,4,58,103333,Ivo Karlovic,R,CRO,36,104586,Lukas Rosol,R,CZE,29
2015-451,Doha,Hard,32,A,20150105,5,59,103970,David Ferrer,R,ESP,33,105217,Thiemo De Bakker,R,NED,26
2015-451,Doha,Hard,32,A,20150105,6,60,104269,Fernando Verdasco,L,ESP,31,104559,Teymuraz Gabashvili,R,RUS,30
2015-451,Doha,Hard,32,A,20150105,7,61,104460,Dustin Brown,R,GER,30,103893,Paolo Lorenzi,R,ITA,33
2015-451,Doha,Hard,32,A,20150105,8,62,105526,Jan Lennard Struff,R,GER,25,104259,Philipp Kohlschreiber,R,GER,31
2015-451,Doha,Hard,32,A,20150105,9,63,104755,Richard Gasquet,R,FRA,29,104665,Pablo Andujar,R,ESP,29
2015-451,Doha,Hard,32,A,20150105,10,64,104620,Simone Bolelli,R,ITA,29,103794,Benjamin Becker,R,GER,34
2015-451,Doha,Hard,32,A,20150105,11,65,104882,Blaz Kavcic,R,SLO,28,104338,Juan Monaco,R,ARG,31
2015-451,Doha,Hard,32,A,20150105,12,66,104607,Tomas Berdych,R,CZE,29,104797,Denis Istomin,R,UZB,28
2015-451,Doha,Hard,32,A,20150105,13,67,104312,Andreas Seppi,R,ITA,31,104919,Leonardo Mayer,R,ARG,28
2015-451,Doha,Hard,32,A,20150105,14,68,105154,Joao Souza,R,BRA,27,104291,Malek Jaziri,R,TUN,31
2015-451,Doha,Hard,32,A,20150105,15,69,104471,Ivan Dodig,R,CRO,30,105633,Mohamed Safwat,R,EGY,24
2015-451,Doha,Hard,32,A,20150105,16,70,103582,Michael Berrer,L,GER,35,104745,Rafael Nadal,L,ESP,29
2015-451,Doha,Hard,32,A,20150105,17,71,104925,Novak Djokovic,R,SRB,28,104660,Sergiy Stakhovsky,R,UKR,29
2015-451,Doha,Hard,32,A,20150105,18,72,103333,Ivo Karlovic,R,CRO,36,105932,Nikoloz Basilashvili,R,RUS,23
2015-451,Doha,Hard,32,A,20150105,19,73,103970,David Ferrer,R,ESP,33,104269,Fernando Verdasco,L,ESP,31
2015-451,Doha,Hard,32,A,20150105,20,74,104460,Dustin Brown,R,GER,30,105526,Jan Lennard Struff,R,GER,25
2015-451,Doha,Hard,32,A,20150105,21,75,104755,Richard Gasquet,R,FRA,29,104620,Simone Bolelli,R,ITA,29
2015-451,Doha,Hard,32,A,20150105,22,76,104607,Tomas Berdych,R,CZE,29,104882,Blaz Kavcic,R,SLO,28
2015-451,Doha,Hard,32,A,20150105,23,77,104312,Andreas Seppi,R,ITA,31,105154,Joao Souza,R,BRA,27
2015-451,Doha,Hard,32,A,20150105,24,78,104471,Ivan Dodig,R,CRO,30,103582,Michael Berrer,L,GER,35
2015-451,Doha,Hard,32,A,20150105,25,79,103333,Ivo Karlovic,R,CRO,36,104925,Novak Djokovic,R,SRB,28
2015-451,Doha,Hard,32,A,20150105,26,80,103970,David Ferrer,R,ESP,33,104460,Dustin Brown,R,GER,30
2015-451,Doha,Hard,32,A,20150105,27,81,104607,Tomas Berdych,R,CZE,29,104755,Richard Gasquet,R,FRA,29
2015-451,Doha,Hard,32,A,20150105,28,82,104312,Andreas Seppi,R,ITA,31,104471,Ivan Dodig,R,CRO,30
2015-451,Doha,Hard,32,A,20150105,29,83,103970,David Ferrer,R,ESP,33,103333,Ivo Karlovic,R,CRO,36
2015-451,Doha,Hard,32,A,20150105,30,84,104607,Tomas Berdych,R,CZE,29,104312,Andreas Seppi,R,ITA,31
2015-451,Doha,Hard,32,A,20150105,31,85,103970,David Ferrer,R,ESP,33,104607,Tomas Berdych,R,CZE,29
2015-338,Sydney,Hard,28,A,20150111,1,86,105223,Juan Martin del Potro,R,ARG,26,104660,Sergiy Stakhovsky,R,UKR,29
2015-338,Sydney,Hard,28,A,20150111,2,87,105062,Mikhail Kukushkin,R,KAZ,27,104797,Denis Istomin,R,UZB,28
2015-338,Sydney,Hard,28,A,20150111,3,88,104655,Pablo Cuevas,R,URU,29,104597,Nicolas Almagro,R,ESP,29
2015-338,Sydney,Hard,28,A,20150111,4,89,105577,Vasek Pospisil,R,CAN,25,104312,Andreas Seppi,R,ITA,31
2015-338,Sydney,Hard,28,A,20150111,5,90,105668,Jerzy Janowicz,R,POL,24,106401,Nick Kyrgios,R,AUS,20
2015-338,Sydney,Hard,28,A,20150111,6,91,104919,Leonardo Mayer,R,ARG,28,103794,Benjamin Becker,R,GER,34
2015-338,Sydney,Hard,28,A,20150111,7,92,104871,Jeremy Chardy,R,FRA,28,105023,Sam Querrey,R,USA,27
2015-338,Sydney,Hard,28,A,20150111,8,93,104180,Gilles Muller,L,LUX,32,105032,Sam Groth,R,AUS,27
2015-338,Sydney,Hard,28,A,20150111,9,94,106071,Bernard Tomic,R,AUS,22,104997,Igor Sijsling,R,NED,27
2015-338,Sydney,Hard,28,A,20150111,10,95,104678,Viktor Troicki,R,SRB,29,105373,Martin Klizan,L,SVK,26
2015-338,Sydney,Hard,28,A,20150111,11,96,104665,Pablo Andujar,R,ESP,29,103813,Jarkko Nieminen,L,FIN,33
2015-338,Sydney,Hard,28,A,20150111,12,97,104620,Simone Bolelli,R,ITA,29,104594,Marinko Matosevic,R,AUS,29
2015-338,Sydney,Hard,28,A,20150111,13,98,105223,Juan Martin del Potro,R,ARG,26,104926,Fabio Fognini,R,ITA,28
2015-338,Sydney,Hard,28,A,20150111,14,99,105062,Mikhail Kukushkin,R,KAZ,27,104655,Pablo Cuevas,R,URU,29
2015-338,Sydney,Hard,28,A,20150111,15,100,103898,Julien Benneteau,R,FRA,33,105577,Vasek Pospisil,R,CAN,25
2015-338,Sydney,Hard,28,A,20150111,16,101,104919,Leonardo Mayer,R,ARG,28,105668,Jerzy Janowicz,R,POL,24
2015-338,Sydney,Hard,28,A,20150111,17,102,104180,Gilles Muller,L,LUX,32,104871,Jeremy Chardy,R,FRA,28
2015-338,Sydney,Hard,28,A,20150111,18,103,106071,Bernard Tomic,R,AUS,22,104259,Philipp Kohlschreiber,R,GER,31
2015-338,Sydney,Hard,28,A,20150111,19,104,104678,Viktor Troicki,R,SRB,29,104665,Pablo Andujar,R,ESP,29
2015-338,Sydney,Hard,28,A,20150111,20,105,104620,Simone Bolelli,R,ITA,29,105676,David Goffin,R,BEL,24
2015-338,Sydney,Hard,28,A,20150111,21,106,105062,Mikhail Kukushkin,R,KAZ,27,105223,Juan Martin del Potro,R,ARG,26
2015-338,Sydney,Hard,28,A,20150111,22,107,104919,Leonardo Mayer,R,ARG,28,103898,Julien Benneteau,R,FRA,33
2015-338,Sydney,Hard,28,A,20150111,23,108,104180,Gilles Muller,L,LUX,32,106071,Bernard Tomic,R,AUS,22
2015-338,Sydney,Hard,28,A,20150111,24,109,104678,Viktor Troicki,R,SRB,29,104620,Simone Bolelli,R,ITA,29
2015-338,Sydney,Hard,28,A,20150111,25,110,105062,Mikhail Kukushkin,R,KAZ,27,104919,Leonardo Mayer,R,ARG,28
2015-338,Sydney,Hard,28,A,20150111,26,111,104678,Viktor Troicki,R,SRB,29,104180,Gilles Muller,L,LUX,32
2015-338,Sydney,Hard,28,A,20150111,27,112,104678,Viktor Troicki,R,SRB,29,105062,Mikhail Kukushkin,R,KAZ,27
2015-301,Auckland,Hard,28,A,20150112,1,113,105030,Michael Venus,R,NZL,27,105292,Alejandro Gonzalez,R,COL,26
2015-301,Auckland,Hard,28,A,20150112,2,114,105077,Albert Ramos,L,ESP,27,103893,Paolo Lorenzi,R,ITA,33
2015-301,Auckland,Hard,28,A,20150112,3,115,104229,Yen Hsun Lu,R,TPE,31,104338,Juan Monaco,R,ARG,31
2015-301,Auckland,Hard,28,A,20150112,4,116,105173,Adrian Mannarino,L,FRA,27,105643,Federico Delbonis,L,ARG,24
2015-301,Auckland,Hard,28,A,20150112,5,117,104268,Alejandro Falla,L,COL,31,104907,Jose Rubin Statham,R,NZL,28
2015-301,Auckland,Hard,28,A,20150112,6,118,104932,Kenny De Schepper,L,FRA,28,105053,Santiago Giraldo,R,COL,27
2015-301,Auckland,Hard,28,A,20150112,7,119,105449,Steve Johnson,R,USA,25,105311,Joao Sousa,R,POR,26
2015-301,Auckland,Hard,28,A,20150112,8,120,105807,Pablo Carreno Busta,R,ESP,24,106432,Borna Coric,R,CRO,18
2015-301,Auckland,Hard,28,A,20150112,9,121,105526,Jan Lennard Struff,R,GER,25,106233,Dominic Thiem,R,AUT,21
2015-301,Auckland,Hard,28,A,20150112,10,122,106043,Diego Schwartzman,R,ARG,22,104198,Guillermo Garcia Lopez,R,ESP,32
2015-301,Auckland,Hard,28,A,20150112,11,123,105385,Donald Young,L,USA,25,104424,Go Soeda,R,JPN,30
2015-301,Auckland,Hard,28,A,20150112,12,124,106210,Jiri Vesely,L,CZE,22,105064,Thomaz Bellucci,L,BRA,27
2015-301,Auckland,Hard,28,A,20150112,13,125,106298,Lucas Pouille,R,FRA,21,105030,Michael Venus,R,NZL,27
2015-301,Auckland,Hard,28,A,20150112,14,126,105077,Albert Ramos,L,ESP,27,104229,Yen Hsun Lu,R,TPE,31
2015-301,Auckland,Hard,28,A,20150112,15,127,105173,Adrian Mannarino,L,FRA,27,105138,Roberto Bautista Agut,R,ESP,27
2015-301,Auckland,Hard,28,A,20150112,16,128,104268,Alejandro Falla,L,COL,31,104932,Kenny De Schepper,L,FRA,28
2015-301,Auckland,Hard,28,A,20150112,17,129,105449,Steve Johnson,R,USA,25,105807,Pablo Carreno Busta,R,ESP,24
2015-301,Auckland,Hard,28,A,20150112,18,130,104731,Kevin Anderson,R,RSA,29,105526,Jan Lennard Struff,R,GER,25
2015-301,Auckland,Hard,28,A,20150112,19,131,105385,Donald Young,L,USA,25,106043,Diego Schwartzman,R,ARG,22
2015-301,Auckland,Hard,28,A,20150112,20,132,106210,Jiri Vesely,L,CZE,22,105208,Ernests Gulbis,R,LAT,26
2015-301,Auckland,Hard,28,A,20150112,21,133,106298,Lucas Pouille,R,FRA,21,105077,Albert Ramos,L,ESP,27
2015-301,Auckland,Hard,28,A,20150112,22,134,105173,Adrian Mannarino,L,FRA,27,104268,Alejandro Falla,L,COL,31
2015-301,Auckland,Hard,28,A,20150112,23,135,104731,Kevin Anderson,R,RSA,29,105449,Steve Johnson,R,USA,25
2015-301,Auckland,Hard,28,A,20150112,24,136,106210,Jiri Vesely,L,CZE,22,105385,Donald Young,L,USA,25
2015-301,Auckland,Hard,28,A,20150112,25,137,105173,Adrian Mannarino,L,FRA,27,106298,Lucas Pouille,R,FRA,21
2015-301,Auckland,Hard,28,A,20150112,26,138,106210,Jiri Vesely,L,CZE,22,104731,Kevin Anderson,R,RSA,29
2015-301,Auckland,Hard,28,A,20150112,27,139,106210,Jiri Vesely,L,CZE,22,105173,Adrian Mannarino,L,FRA,27
2015-580,Australian Open,Hard,128,G,20150119,1,140,104925,Novak Djokovic,R,SRB,28,105379,Aljaz Bedene,R,SLO,26
2015-580,Australian Open,Hard,128,G,20150119,2,141,105723,Andrey Kuznetsov,R,RUS,24,105077,Albert Ramos,L,ESP,27
2015-580,Australian Open,Hard,128,G,20150119,3,142,104424,Go Soeda,R,JPN,30,111200,Elias Ymer,R,SWE,19
2015-580,Australian Open,Hard,128,G,20150119,4,143,104269,Fernando Verdasco,L,ESP,31,104868,James Ward,R,GBR,28
2015-580,Australian Open,Hard,128,G,20150119,5,144,104545,John Isner,R,USA,30,104499,Jimmy Wang,R,TPE,30
2015-580,Australian Open,Hard,128,G,20150119,6,145,104890,Andreas Haider Maurer,R,AUT,28,106362,Laurent Lokoli,R,FRA,20
2015-580,Australian Open,Hard,128,G,20150119,7,146,104180,Gilles Muller,L,LUX,32,105807,Pablo Carreno Busta,R,ESP,24
2015-580,Australian Open,Hard,128,G,20150119,8,147,105138,Roberto Bautista Agut,R,ESP,27,106233,Dominic Thiem,R,AUT,21
2015-580,Australian Open,Hard,128,G,20150119,9,148,103852,Feliciano Lopez,L,ESP,33,106045,Denis Kudla,R,USA,22
2015-580,Australian Open,Hard,128,G,20150119,10,149,105173,Adrian Mannarino,L,FRA,27,105641,Blaz Rola,L,SLO,24
2015-580,Australian Open,Hard,128,G,20150119,11,150,105668,Jerzy Janowicz,R,POL,24,105655,Hiroki Moriya,R,JPN,24
2015-580,Australian Open,Hard,128,G,20150119,12,151,104792,Gael Monfils,R,FRA,28,106298,Lucas Pouille,R,FRA,21
2015-580,Australian Open,Hard,128,G,20150119,13,152,103794,Benjamin Becker,R,GER,34,103898,Julien Benneteau,R,FRA,33
2015-580,Australian Open,Hard,128,G,20150119,14,153,103720,Lleyton Hewitt,R,AUS,34,105585,Ze Zhang,R,CHN,25
2015-580,Australian Open,Hard,128,G,20150119,15,154,105385,Donald Young,L,USA,25,105047,Tim Puetz,R,GER,27
2015-580,Australian Open,Hard,128,G,20150119,16,155,105683,Milos Raonic,R,CAN,24,105011,Illya Marchenko,R,UKR,27
2015-580,Australian Open,Hard,128,G,20150119,17,156,104527,Stan Wawrinka,R,SUI,30,104947,Marsel Ilhan,R,TUR,28
2015-580,Australian Open,Hard,128,G,20150119,18,157,105657,Marius Copil,R,ROU,24,104665,Pablo Andujar,R,ESP,29
2015-580,Australian Open,Hard,128,G,20150119,19,158,103813,Jarkko Nieminen,L,FIN,33,104979,Andrey Golubev,R,KAZ,27
2015-580,Australian Open,Hard,128,G,20150119,20,159,104897,Matthias Bachinger,R,GER,28,104655,Pablo Cuevas,R,URU,29
2015-580,Australian Open,Hard,128,G,20150119,21,160,103893,Paolo Lorenzi,R,ITA,33,105238,Alexandr Dolgopolov,R,UKR,26
2015-580,Australian Open,Hard,128,G,20150119,22,161,105577,Vasek Pospisil,R,CAN,25,105023,Sam Querrey,R,USA,27
2015-580,Australian Open,Hard,128,G,20150119,23,162,104198,Guillermo Garcia Lopez,R,ESP,32,105376,Peter Gojowczyk,R,GER,26
2015-580,Australian Open,Hard,128,G,20150119,24,163,105292,Alejandro Gonzalez,R,COL,26,104926,Fabio Fognini,R,ITA,28
2015-580,Australian Open,Hard,128,G,20150119,25,164,103970,David Ferrer,R,ESP,33,105064,Thomaz Bellucci,L,BRA,27
2015-580,Australian Open,Hard,128,G,20150119,26,165,104660,Sergiy Stakhovsky,R,UKR,29,105583,Dusan Lajovic,R,SRB,25
2015-580,Australian Open,Hard,128,G,20150119,27,166,104719,Marcel Granollers,R,ESP,29,103565,Stephane Robert,R,FRA,35
2015-580,Australian Open,Hard,128,G,20150119,28,167,104468,Gilles Simon,R,FRA,30,104898,Robin Haase,R,NED,28
2015-580,Australian Open,Hard,128,G,20150119,29,168,105053,Santiago Giraldo,R,COL,27,103401,Jan Hernych,R,CZE,36
2015-580,Australian Open,Hard,128,G,20150119,30,169,105449,Steve Johnson,R,USA,25,106378,Kyle Edmund,R,GBR,20
2015-580,Australian Open,Hard,128,G,20150119,31,170,104471,Ivan Dodig,R,CRO,30,105154,Joao Souza,R,BRA,27
2015-580,Australian Open,Hard,128,G,20150119,32,171,105453,Kei Nishikori,R,JPN,25,104597,Nicolas Almagro,R,ESP,29
2015-580,Australian Open,Hard,128,G,20150119,33,172,104607,Tomas Berdych,R,CZE,29,104268,Alejandro Falla,L,COL,31
2015-580,Australian Open,Hard,128,G,20150119,34,173,103781,Jurgen Melzer,L,AUT,34,103607,Victor Estrella,R,DOM,34
2015-580,Australian Open,Hard,128,G,20150119,35,174,104678,Viktor Troicki,R,SRB,29,106210,Jiri Vesely,L,CZE,22
2015-580,Australian Open,Hard,128,G,20150119,36,175,104919,Leonardo Mayer,R,ARG,28,105357,John Millman,R,AUS,26
2015-580,Australian Open,Hard,128,G,20150119,37,176,104259,Philipp Kohlschreiber,R,GER,31,103908,Paul Henri Mathieu,R,FRA,33
2015-580,Australian Open,Hard,128,G,20150119,38,177,106071,Bernard Tomic,R,AUS,22,104735,Tobias Kamke,R,GER,29
2015-580,Australian Open,Hard,128,G,20150119,39,178,105032,Sam Groth,R,AUS,27,105936,Filip Krajinovic,R,SRB,23
2015-580,Australian Open,Hard,128,G,20150119,40,179,106423,Thanasi Kokkinakis,R,AUS,19,105208,Ernests Gulbis,R,LAT,26
2015-580,Australian Open,Hard,128,G,20150119,41,180,104731,Kevin Anderson,R,RSA,29,106043,Diego Schwartzman,R,ARG,22
2015-580,Australian Open,Hard,128,G,20150119,42,181,105575,Ricardas Berankis,R,LTU,25,104997,Igor Sijsling,R,NED,27
2015-580,Australian Open,Hard,128,G,20150119,43,182,105902,James Duckworth,R,AUS,23,104882,Blaz Kavcic,R,SLO,28
2015-580,Australian Open,Hard,128,G,20150119,44,183,104755,Richard Gasquet,R,FRA,29,104122,Carlos Berlocq,R,ARG,32
2015-580,Australian Open,Hard,128,G,20150119,45,184,104586,Lukas Rosol,R,CZE,29,104932,Kenny De Schepper,L,FRA,28
2015-580,Australian Open,Hard,128,G,20150119,46,185,104534,Dudi Sela,R,ISR,30,105526,Jan Lennard Struff,R,GER,25
2015-580,Australian Open,Hard,128,G,20150119,47,186,105065,Tim Smyczek,R,USA,27,106291,Luke Saville,R,AUS,21
2015-580,Australian Open,Hard,128,G,20150119,48,187,104745,Rafael Nadal,L,ESP,29,104022,Mikhail Youzhny,R,RUS,33
2015-580,Australian Open,Hard,128,G,20150119,49,188,104918,Andy Murray,R,GBR,28,106026,Yuki Bhambri,R,IND,23
2015-580,Australian Open,Hard,128,G,20150119,50,189,104594,Marinko Matosevic,R,AUS,29,104628,Alexander Kudryavtsev,R,RUS,29
2015-580,Australian Open,Hard,128,G,20150119,51,190,105311,Joao Sousa,R,POR,26,111442,Jordan Thompson,R,AUS,21
2015-580,Australian Open,Hard,128,G,20150119,52,191,105373,Martin Klizan,L,SVK,26,105147,Tatsuma Ito,R,JPN,27
2015-580,Australian Open,Hard,128,G,20150119,53,192,105676,David Goffin,R,BEL,24,103188,Michael Russell,R,USA,37
2015-580,Australian Open,Hard,128,G,20150119,54,193,104571,Marcos Baghdatis,R,CYP,30,104559,Teymuraz Gabashvili,R,RUS,30
2015-580,Australian Open,Hard,128,G,20150119,55,194,105041,Lukas Lacko,R,SVK,27,104216,Maximo Gonzalez,R,ARG,32
2015-580,Australian Open,Hard,128,G,20150119,56,195,105777,Grigor Dimitrov,R,BUL,24,104460,Dustin Brown,R,GER,30
2015-580,Australian Open,Hard,128,G,20150119,57,196,104273,Edouard Roger Vasselin,R,FRA,31,103990,Tommy Robredo,R,ESP,33
2015-580,Australian Open,Hard,128,G,20150119,58,197,104291,Malek Jaziri,R,TUN,31,105062,Mikhail Kukushkin,R,KAZ,27
2015-580,Australian Open,Hard,128,G,20150119,59,198,106401,Nick Kyrgios,R,AUS,20,105643,Federico Delbonis,L,ARG,24
2015-580,Australian Open,Hard,128,G,20150119,60,199,103333,Ivo Karlovic,R,CRO,36,105074,Ruben Bemelmans,L,BEL,27
2015-580,Australian Open,Hard,128,G,20150119,61,200,104871,Jeremy Chardy,R,FRA,28,106432,Borna Coric,R,CRO,18
2015-580,Australian Open,Hard,128,G,20150119,62,201,104312,Andreas Seppi,R,ITA,31,104797,Denis Istomin,R,UZB,28
2015-580,Australian Open,Hard,128,G,20150119,63,202,104620,Simone Bolelli,R,ITA,29,104338,Juan Monaco,R,ARG,31
2015-580,Australian Open,Hard,128,G,20150119,64,203,103819,Roger Federer,R,SUI,33,104229,Yen Hsun Lu,R,TPE,31
2015-580,Australian Open,Hard,128,G,20150119,65,204,104925,Novak Djokovic,R,SRB,28,105723,Andrey Kuznetsov,R,RUS,24
2015-580,Australian Open,Hard,128,G,20150119,66,205,104269,Fernando Verdasco,L,ESP,31,104424,Go Soeda,R,JPN,30
2015-580,Australian Open,Hard,128,G,20150119,67,206,104545,John Isner,R,USA,30,104890,Andreas Haider Maurer,R,AUT,28
