idx,winner_id,loser_id,score,matchround,minutes,w_ace,w_df,w_1stIn,w_1stWon,w_2ndWon,w_bpSaved,w_bpFaced,l_ace,l_df,l_1stIn,l_1stWon,l_2ndWon,l_bpSaved,l_bpFaced,winner_rank,loser_rank
67,104312,104919,5-7 7-6(4) 7-6(4),R32,164,5,2,68,55,28,4,5,12,5,77,61,29,6,6,45,28
68,105154,104291,3-6 6-4 6-3,R32,98,8,0,51,42,14,4,5,3,3,35,27,27,1,3,117,74
69,104471,105633,6-3 6-1,R32,51,8,0,24,23,9,0,0,0,2,29,18,6,0,4,89,289
70,103582,104745,1-6 6-3 6-4,R32,116,6,2,68,47,11,10,12,2,1,48,34,15,2,4,127,3
71,104925,104660,6-2 6-1,R16,61,5,2,34,29,8,3,3,3,1,26,16,6,3,7,1,57
72,103333,105932,7-6(3) 6-3,R16,83,19,0,43,36,12,1,2,4,5,48,33,14,7,9,27,171
73,103970,104269,6-3 6-2,R16,78,2,3,31,23,9,1,2,1,4,48,27,9,8,13,10,33
74,104460,105526,7-6(9) 6-4,R16,86,15,4,60,50,9,1,1,8,1,50,38,14,4,5,98,58
75,104755,104620,6-3 6-2,R16,65,6,1,33,27,6,0,1,3,0,40,23,6,4,8,26,52
76,104607,104882,6-1 6-2,R16,58,4,0,29,23,11,0,0,1,3,34,21,1,1,5,7,99
77,104312,105154,7-5 6-2,R16,72,7,0,37,30,10,4,5,3,0,34,24,10,4,8,45,117
78,104471,103582,7-6(1) 6-2,R16,83,7,0,35,28,16,1,1,7,3,56,36,7,5,7,89,127
79,103333,104925,6-7(2) 7-6(6) 6-4,QF,136,21,3,73,62,13,0,0,11,2,81,61,19,3,4,27,1
80,103970,104460,6-2 6-2,QF,69,1,3,45,31,8,5,6,2,7,33,21,4,5,10,10,98
81,104607,104755,6-2 6-1,QF,58,5,2,31,26,9,1,1,1,1,27,14,3,3,7,7,26
82,104312,104471,7-5 6-4,QF,92,3,2,38,32,15,5,8,3,2,36,18,13,2,7,45,89
83,103970,103333,6-7(2) 7-6(5) 7-6(4),SF,152,5,0,97,76,15,2,2,30,1,81,67,22,3,3,10,27
84,104607,104312,6-2 6-3,SF,73,3,2,38,32,9,3,3,2,1,36,26,6,6,9,7,45
85,103970,104607,6-4 7-5,F,90,1,3,42,30,11,6,8,6,3,36,27,8,4,8,10,7
86,105223,104660,6-3 7-6(4),R32,81,7,0,41,37,11,0,0,7,3,31,23,17,1,2,338,69
87,105062,104797,6-3 7-6(1),R32,88,4,2,32,22,22,2,4,3,0,42,32,5,2,5,66,48
88,104655,104597,7-6(5) 6-4,R32,95,12,3,42,35,17,2,2,13,1,56,42,13,4,5,29,67
89,105577,104312,6-3 7-6(4),R32,72,10,1,42,35,12,2,3,5,1,34,26,13,3,5,55,43
90,105668,106401,6-1 6-7(6) 7-6(5),R32,122,14,6,77,64,20,5,5,17,1,66,50,22,2,4,42,50
91,104919,103794,7-6(3) 6-2,R32,74,6,0,34,28,16,0,0,6,0,42,35,9,7,9,28,38
92,104871,105023,6-4 6-4,R32,65,6,2,44,34,9,3,3,10,2,39,31,9,4,6,31,35
93,104180,105032,3-6 6-3 7-6(6),R32,116,12,7,68,53,13,5,8,22,4,67,51,8,1,4,45,81
94,106071,104997,6-1 6-2,R32,43,8,0,34,29,4,0,0,2,2,24,14,6,2,6,71,83
95,104678,105373,6-2 6-3,R32,48,8,1,29,28,8,0,0,3,2,30,19,6,1,4,92,34
96,104665,103813,6-2 6-2,R32,71,1,0,42,27,11,9,9,4,2,39,25,3,7,11,40,70
97,104620,104594,6-3 6-2,R32,55,7,0,33,27,9,0,0,5,3,27,18,9,0,3,51,80
98,105223,104926,4-6 6-2 6-2,R16,108,11,1,47,38,14,4,6,9,4,39,23,21,5,10,338,18
99,105062,104655,7-5 7-5,R16,109,7,1,51,34,22,6,7,6,4,48,35,13,5,8,66,29
100,103898,105577,7-6(3) 6-3,R16,91,5,0,42,34,15,0,0,4,3,42,30,16,6,7,27,55
101,104919,105668,4-6 6-1 7-6(3),R16,126,13,3,59,47,23,4,5,9,2,58,39,19,2,4,28,42
102,104180,104871,2-6 7-6(1) 6-4,R16,114,15,1,63,48,18,6,8,19,4,51,40,21,5,6,45,31
103,106071,104259,6-3 6-4,R16,60,8,1,38,31,12,2,2,4,0,27,21,11,2,4,71,24
104,104678,104665,4-6 6-3 6-3,R16,115,13,1,46,36,17,3,6,1,5,59,36,16,5,10,92,40
105,104620,105676,6-3 6-3,R16,66,5,2,36,28,12,2,2,3,5,26,18,9,3,6,51,22
106,105062,105223,7-6(5) 7-6(3),QF,116,3,1,49,37,23,0,0,13,0,52,43,12,0,0,66,338
107,104919,103898,6-3 7-6(4),QF,90,12,3,49,41,12,4,4,2,2,46,32,10,0,1,28,27
108,104180,106071,7-6(3) 7-6(13),QF,103,25,0,66,57,11,2,2,15,1,66,52,15,3,3,45,71
109,104678,104620,6-3 3-6 7-5,QF,128,16,0,55,47,13,1,3,2,3,83,53,19,11,14,92,51
110,105062,104919,6-4 6-4,SF,102,4,2,32,27,23,11,11,8,3,46,33,11,4,6,66,28
111,104678,104180,6-2 6-4,SF,64,13,1,33,27,11,0,0,9,2,29,19,13,4,7,92,45
112,104678,105062,6-2 6-3,F,64,13,2,31,27,7,1,2,1,0,29,18,7,1,5,92,66
113,105030,105292,5-7 6-3 7-6(7),R32,125,18,5,52,43,32,8,11,6,1,56,46,19,2,5,426,109
114,105077,103893,6-4 6-3,R32,81,2,0,34,26,14,1,1,6,1,36,23,12,1,4,61,60
115,104229,104338,6-4 2-6 6-1,R32,104,2,1,47,32,17,5,9,2,0,57,35,9,6,11,46,59
116,105173,105643,6-1 6-1,R32,53,3,1,23,17,8,0,1,2,1,24,8,5,3,9,44,57
117,104268,104907,6-4 6-4,R32,74,2,1,36,27,9,1,3,1,2,39,21,11,3,7,112,578
118,104932,105053,6-2 6-3,R32,78,4,0,46,28,12,7,8,0,3,39,23,6,6,10,101,32
119,105449,105311,7-5 6-4,R32,89,7,2,35,27,17,1,2,6,1,57,39,10,4,7,39,52
120,105807,106432,6-4 6-3,R32,72,7,2,32,27,12,3,3,2,2,38,26,10,3,6,49,90
121,105526,106233,6-7(6) 6-4 6-3,R32,118,14,1,63,50,18,3,4,10,2,56,41,26,3,7,54,37
122,106043,104198,6-2 4-6 6-1,R32,100,3,4,38,24,12,2,7,7,6,42,27,7,7,16,58,36
123,105385,104424,6-7(2) 6-1 6-3,R32,97,9,2,48,40,19,0,0,4,1,42,30,26,8,12,56,95
124,106210,105064,6-3 7-6(4),R32,95,10,2,43,37,17,6,6,7,0,38,31,12,1,2,63,62
125,106298,105030,7-5 6-4,R16,73,16,1,42,34,15,3,3,12,2,35,28,15,2,4,136,426
126,105077,104229,6-2 6-4,R16,82,5,2,44,31,12,5,5,6,3,31,22,14,4,7,61,46
127,105173,105138,6-2 2-1 RET,R16,40,2,0,10,9,11,0,0,1,2,23,12,5,3,6,44,15
128,104268,104932,6-2 6-4,R16,71,3,2,41,28,12,3,3,4,3,39,23,7,3,6,112,101
129,105449,105807,6-7(3) 6-4 6-1,R16,117,15,1,57,45,23,6,6,9,1,64,39,21,6,10,39,49
130,104731,105526,7-6(6) 6-1,R16,90,8,3,49,36,14,4,5,10,0,32,23,14,3,6,16,54
131,105385,106043,2-6 6-4 6-1,R16,86,9,4,45,30,20,1,3,2,2,47,29,16,1,4,56,58
132,106210,105208,6-2 3-6 6-1,R16,94,3,1,32,26,21,0,1,6,2,41,27,15,3,7,63,13
133,106298,105077,6-3 6-2,QF,63,5,0,35,25,15,3,3,0,3,26,17,7,1,4,136,61
134,105173,104268,6-3 6-1,QF,56,4,5,26,21,9,2,3,1,1,27,14,4,5,10,44,112
135,104731,105449,6-4 7-6(8),QF,97,14,2,38,34,15,1,2,10,2,60,42,16,7,9,16,39
136,106210,105385,6-2 6-3,QF,61,9,1,31,25,9,3,3,2,5,31,20,9,5,9,63,56
137,105173,106298,6-4 3-6 7-5,SF,113,5,3,50,39,18,1,3,11,4,55,37,21,1,4,44,136
138,106210,104731,6-4 7-6(4),SF,89,12,2,43,36,11,0,1,10,1,40,29,16,0,2,63,16
139,106210,105173,6-3 6-2,F,67,11,2,31,24,10,2,3,1,4,28,17,7,3,7,63,44
140,104925,105379,6-3 6-2 6-4,R128,109,8,3,52,44,17,3,3,12,3,53,35,17,4,8,1,116
141,105723,105077,6-1 3-6 6-3 7-6(3),R128,152,8,3,80,59,28,6,8,1,2,78,55,13,3,7,88,61
142,104424,111200,1-6 6-4 4-6 6-3 6-3,R128,207,5,4,79,53,33,9,14,5,6,87,61,30,6,12,92,212
143,104269,104868,2-6 6-0 7-6(6) 6-3,R128,162,13,6,82,63,15,6,9,6,4,75,49,18,8,14,33,103
144,104545,104499,7-6(5) 6-4 6-4,R128,127,30,3,59,53,18,1,1,5,2,67,46,28,5,7,21,118
145,104890,106362,6-4 7-5 4-6 6-3,R128,161,7,7,61,48,33,5,8,7,4,95,63,18,6,12,79,259
146,104180,105807,6-4 7-6(5) 7-6(3),R128,143,29,3,70,62,21,9,9,7,1,85,63,18,7,8,42,52
147,105138,106233,4-6 6-2 6-3 7-6(5),R128,179,9,6,121,80,23,20,22,13,6,66,50,30,5,9,16,40
148,103852,106045,3-6 6-2 4-6 6-2 10-8,R128,194,26,6,86,69,33,4,8,12,8,110,71,38,15,22,14,123
149,105173,105641,7-6(7) 6-3 6-2,R128,138,6,5,58,49,21,8,9,6,5,79,49,13,8,12,36,80
150,105668,105655,7-6(5) 2-6 6-3 7-5,R128,176,25,13,84,59,22,5,11,3,6,82,51,28,9,15,44,146
151,104792,106298,6-7(3) 3-6 6-4 6-1 6-4,R128,168,22,7,100,80,24,9,11,6,6,82,58,35,7,12,19,117
152,103794,103898,7-5 5-7 6-2 6-4,R128,164,17,2,70,53,33,3,5,14,1,74,54,24,3,8,41,25
153,103720,105585,6-3 1-6 6-0 6-4,R128,140,8,4,57,40,19,4,8,8,5,76,48,14,12,19,87,187
154,105385,105047,6-4 4-6 6-3 6-2,R128,133,7,5,60,48,25,4,6,12,8,71,54,19,9,14,56,183
155,105683,105011,7-6(3) 7-6(3) 6-3,R128,126,28,3,69,63,14,1,1,5,7,51,42,25,1,2,8,144
156,104527,104947,6-1 6-4 6-2,R128,89,9,3,44,36,20,2,2,3,6,52,31,15,5,10,4,100
157,105657,104665,6-2 6-2 7-5,R128,124,18,4,57,40,28,7,9,2,3,55,33,11,5,12,194,43
158,103813,104979,6-1 6-2 7-6(6),R128,113,4,2,63,45,20,3,5,5,5,61,38,11,5,11,72,73
159,104897,104655,7-6(1) 6-3 6-1,R128,100,8,3,58,44,19,2,3,8,5,63,41,13,5,10,142,29
160,103893,105238,6-4 6-3 6-2,R128,87,5,0,50,37,19,0,0,13,3,36,27,17,5,9,64,23
161,105577,105023,6-3 6-7(5) 2-6 6-4 6-4,R128,183,20,5,91,64,43,11,14,25,7,82,64,27,4,8,60,35
162,104198,105376,6-7(1) 7-5 6-4 1-0 RET,R128,143,6,5,63,49,21,4,6,11,5,56,41,26,6,11,37,96
163,105292,104926,4-6 6-2 6-3 6-4,R128,145,2,3,60,46,33,7,9,3,10,67,49,19,6,11,107,18
164,103970,105064,6-7(2) 6-2 6-0 6-3,R128,145,5,5,61,49,22,3,4,4,4,62,34,29,2,10,10,65
165,104660,105583,6-3 4-6 6-4 6-7(3) 6-4,R128,211,14,6,103,79,36,13,16,4,0,107,72,34,9,15,71,68
166,104719,103565,6-3 6-4 6-4,R128,124,10,3,55,41,18,9,11,7,6,47,30,23,8,13,58,132
167,104468,104898,6-1 6-3 6-4,R128,83,5,2,35,30,20,2,3,10,3,45,31,8,2,8,20,83
168,105053,103401,6-3 6-2 6-2,R128,87,5,2,53,43,11,2,3,4,1,44,23,10,6,12,32,201
169,105449,106378,6-4 6-4 6-3,R128,110,17,4,58,45,20,1,1,5,4,58,35,27,6,10,38,192
170,104471,105154,6-4 7-5 6-4,R128,172,10,7,73,52,17,9,12,7,5,72,46,22,5,11,86,115
171,105453,104597,6-4 7-6(1) 6-2,R128,127,11,1,58,43,19,7,10,15,6,72,46,18,11,17,5,69
172,104607,104268,6-3 7-6(1) 6-3,R128,114,8,4,63,50,18,6,9,7,3,45,27,19,3,8,7,101
173,103781,103607,6-1 6-4 6-2,R128,87,10,9,47,38,17,4,5,1,1,44,24,12,3,9,108,77
174,104678,106210,6-3 3-6 6-2 6-3,R128,126,14,2,58,41,34,3,4,6,5,67,47,19,2,6,54,39
175,104919,105357,6-3 6-3 6-2,R128,101,10,4,49,43,10,0,1,0,6,43,25,12,3,9,26,151
176,104259,103908,6-2 6-2 6-1,R128,85,18,2,36,31,13,0,0,8,6,49,26,13,5,12,24,93
177,106071,104735,7-5 6-7(1) 6-3 6-2,R128,169,24,1,94,70,21,7,9,3,2,67,47,25,4,10,66,95
178,105032,105936,6-3 7-6(4) 6-4,R128,111,24,4,68,57,15,1,1,5,0,60,39,22,7,9,82,97
179,106423,105208,5-7 6-0 1-6 7-6(2) 8-6,R128,247,16,11,100,70,32,14,21,29,18,82,66,31,6,13,147,13
180,104731,106043,7-6(5) 7-5 5-7 6-4,R128,215,32,9,112,86,21,10,14,8,2,89,61,45,13,18,15,59
181,105575,104997,2-6 6-4 7-6(2) 6-7(6) 6-4,R128,198,7,4,108,81,33,9,14,14,6,106,76,39,9,14,85,84
182,105902,104882,6-2 5-7 7-6(7) 3-6 6-2,R128,225,13,8,98,74,33,11,15,7,8,113,70,24,1,7,120,102
183,104755,104122,6-1 6-3 6-1,R128,113,5,2,46,37,15,1,1,3,3,47,26,15,5,11,28,70
184,104586,104932,4-6 6-2 6-7(4) 6-3 6-4,R128,197,14,6,100,75,38,11,13,11,6,111,79,22,17,22,30,94
185,104534,105526,6-4 4-6 3-6 6-3 7-5,R128,208,3,6,102,64,34,11,18,11,6,83,60,32,9,17,106,57
186,105065,106291,7-6(2) 7-5 6-4,R128,139,6,3,61,44,23,4,7,5,4,74,46,23,8,13,112,164
187,104745,104022,6-3 6-2 6-2,R128,110,4,3,35,31,18,1,1,5,5,47,28,15,5,11,3,49
188,104918,106026,6-3 6-4 7-6(3),R128,133,13,0,59,42,26,3,5,5,3,76,46,18,2,6,6,317
189,104594,104628,6-4 6-7(5) 4-6 7-5 6-3,R128,208,10,7,106,72,37,4,8,11,7,88,60,49,16,22,81,127
190,105311,111442,6-4 7-6(5) 6-4,R128,148,4,1,76,54,18,6,8,4,10,72,46,29,13,17,55,274
191,105373,105147,7-6(6) 6-2 6-4,R128,129,5,1,60,45,19,5,7,3,6,58,40,21,5,10,34,89
192,105676,103188,6-3 6-3 5-7 6-0,R128,172,11,9,59,40,33,13,17,4,7,96,52,24,14,23,22,156
193,104571,104559,6-2 6-7(5) 3-6 6-4 6-4,R128,217,29,5,95,73,29,4,9,7,4,105,64,41,16,23,78,67
194,105041,104216,4-6 6-2 7-5 6-7(4) 6-1,R128,206,18,0,85,70,22,1,5,8,4,114,71,35,11,20,99,98
195,105777,104460,6-2 6-3 6-2,R128,69,11,1,41,36,16,0,0,2,7,47,30,7,6,11,11,90
196,104273,103990,2-3 RET,R128,20,0,0,10,8,2,0,1,1,0,11,8,3,1,1,119,17
197,104291,105062,6-2 6-3 2-6 7-6(3),R128,184,3,7,74,52,33,14,17,5,3,79,50,26,9,13,75,51
198,106401,105643,7-6(2) 3-6 6-3 6-7(5) 6-3,R128,188,21,5,104,82,33,7,9,14,5,110,82,28,11,14,53,62
199,103333,105074,6-4 6-2 6-4,R128,93,19,3,50,46,11,2,2,7,6,51,34,18,7,11,27,173
200,104871,106432,3-6 6-4 7-5 6-4,R128,164,15,2,82,64,22,4,6,9,1,70,49,25,3,6,31,91
201,104312,104797,5-7 6-3 2-6 6-1 6-4,R128,171,12,3,91,71,25,8,11,17,1,86,65,25,13,18,46,50
202,104620,104338,6-3 3-6 6-3 6-1,R128,144,4,2,54,41,21,4,8,7,2,80,45,21,12,20,48,63
203,103819,104229,6-4 6-2 7-5,R128,113,9,3,56,48,17,4,4,1,2,57,35,22,10,14,2,47
204,104925,105723,6-0 6-1 6-4,R64,84,7,2,35,30,15,0,1,2,3,39,24,12,6,13,1,88
205,104269,104424,6-3 6-2 7-6(3),R64,116,15,4,62,49,19,5,6,3,0,56,39,16,5,9,33,92
206,104545,104890,6-4 7-6(4) 4-6 6-4,R64,142,27,3,69,63,23,1,2,21,8,83,62,27,3,5,21,79
207,104180,105138,7-6(5) 1-6 7-5 6-1,R64,153,27,6,77,63,21,6,8,15,3,69,56,23,3,6,42,16
208,103852,105173,4-6 4-6 7-6(3) 4-0 RET,R64,158,21,5,56,32,25,10,19,5,10,68,45,11,10,19,14,36
209,105668,104792,6-4 1-6 6-7(3) 6-3 6-3,R64,187,14,9,99,72,18,7,11,20,4,103,79,19,11,17,44,19
210,103794,103720,2-6 1-6 6-3 6-4 6-2,R64,182,16,2,77,55,21,5,10,14,4,66,44,34,6,11,41,87
211,105683,105385,6-4 7-6(3) 6-3,R64,102,17,2,56,50,20,0,0,4,4,64,51,12,2,4,8,56
212,104527,105657,7-6(4) 7-6(4) 6-3,R64,136,3,3,83,61,17,5,6,16,3,56,41,29,5,7,4,194
213,103813,104897,7-6(4) 7-5 7-5,R64,140,5,1,89,63,16,10,13,12,7,75,54,18,11,16,72,142
214,105577,103893,6-7(3) 7-6(4) 6-3 6-4,R64,215,22,7,84,65,41,4,6,11,4,73,57,32,6,10,60,64
215,104198,105292,6-1 6-3 6-3,R64,113,7,5,44,33,23,3,4,5,4,43,26,9,4,10,37,107
216,103970,104660,5-7 6-3 6-4 6-2,R64,135,2,4,74,56,20,3,5,13,5,77,50,21,8,13,10,71
217,104468,104719,7-6(5) 6-2 6-4,R64,136,5,2,59,49,13,0,2,6,2,54,36,22,5,10,20,58
218,105449,105053,6-3 6-4 6-2,R64,118,17,2,54,45,24,8,9,3,3,59,37,12,6,11,38,32
219,105453,104471,4-6 7-5 6-2 7-6(0),R64,167,7,3,79,60,24,2,5,15,2,73,57,14,2,7,5,86
220,104607,103781,7-6(0) 6-2 6-2,R64,123,9,2,46,38,18,3,5,5,4,59,34,16,4,10,7,108
221,104678,104919,6-4 4-6 6-4 6-0,R64,148,11,1,77,63,12,6,8,6,3,68,40,26,8,14,54,26
222,106071,104259,6-7(5) 6-4 7-6(6) 7-6(5),R64,185,24,2,127,99,18,5,6,19,3,104,79,30,6,8,66,24
223,105032,106423,3-6 6-3 7-5 3-6 6-1,R64,173,26,3,85,66,26,2,4,14,4,78,63,20,4,8,82,147
224,104731,105575,6-2 6-2 7-6(3),R64,107,14,1,51,42,19,0,0,4,6,47,31,22,3,7,15,85
225,104755,105902,6-2 6-3 7-5,R64,116,23,1,58,47,18,3,3,14,5,70,47,16,12,16,28,120
226,104534,104586,7-6(2) 5-7 7-5 6-3,R64,178,12,4,87,61,33,9,12,17,5,74,57,29,10,15,106,30
227,104745,105065,6-2 3-6 6-7(2) 6-3 7-5,R64,252,3,7,98,68,29,2,7,15,1,102,66,29,9,16,3,112
228,104918,104594,6-1 6-3 6-2,R64,102,5,2,39,33,14,1,2,3,6,43,26,14,7,14,6,81
229,105311,105373,4-6 7-6(4) 6-4 1-0 RET,R64,151,8,1,68,49,16,7,10,11,9,71,49,28,13,17,55,34
230,104571,105676,6-1 6-4 4-6 6-0,R64,152,16,4,75,54,24,5,9,5,10,47,27,16,7,16,78,22
231,105777,105041,6-3 6-7(10) 6-3 6-3,R64,169,14,4,66,57,28,4,7,8,2,92,55,28,13,20,11,99
232,104291,104273,1-6 6-3 6-4 1-6 6-3,R64,176,10,3,71,51,35,12,17,17,5,85,65,16,6,10,75,119
233,106401,103333,7-6(4) 6-4 5-7 6-4,R64,140,24,4,77,60,31,1,2,39,6,74,65,23,4,6,53,27
234,104312,104871,7-5 3-6 6-2 6-1,R64,152,8,1,75,57,22,4,6,17,10,76,56,16,9,15,46,31
235,103819,104620,3-6 6-3 6-2 6-2,R64,129,16,0,64,50,20,0,1,8,3,57,36,28,6,11,2,48
236,104925,104269,7-6(8) 6-3 6-4,R32,141,11,0,66,54,17,3,3,16,5,76,58,17,12,14,1,33
