idx,winner_id,loser_id,score,matchround,minutes,w_ace,w_df,w_1stIn,w_1stWon,w_2ndWon,w_bpSaved,w_bpFaced,l_ace,l_df,l_1stIn,l_1stWon,l_2ndWon,l_bpSaved,l_bpFaced,winner_rank,loser_rank
5911,105777,105453,6-2 2-6 6-3,F,108,7,2,52,41,12,5,7,4,0,49,36,9,2,5,17,5
5912,104297,105583,7-6(2) 4-6 7-6(3),R32,153,12,4,70,51,23,4,8,2,2,95,59,18,9,12,98,93
5913,105952,134770,7-6(3) 6-2,R32,79,5,2,33,27,18,0,0,1,3,51,35,8,6,8,83,225
5914,104022,105031,6-4 6-3,R32,85,1,0,37,29,16,2,2,6,4,38,28,15,6,8,57,192
5915,105379,104198,6-3 6-3,R32,74,7,4,37,27,14,5,5,2,2,33,24,8,2,5,101,70
5916,106026,106368,6-1 6-1,R32,52,0,2,26,22,7,1,1,2,3,27,13,5,5,10,474,227
5917,105332,104505,6-3 6-4,R32,64,4,5,26,23,20,0,0,9,6,38,27,9,6,8,47,85
5918,111202,106432,6-3 7-5,R32,121,6,4,32,27,15,5,7,2,2,54,30,15,9,14,104,48
5919,104534,106000,6-2 6-2,R32,62,2,0,36,28,11,5,5,1,4,29,17,10,4,8,96,77
5920,104327,105254,6-2 6-3,R32,59,1,0,25,20,12,0,0,4,0,30,15,9,0,4,86,331
5921,104229,105430,6-2 6-1,R32,63,4,4,19,16,12,0,1,1,2,25,12,8,4,10,64,97
5922,106421,106329,6-3 6-3,R32,96,8,4,46,33,12,3,4,2,3,43,25,11,6,10,99,82
5923,106075,105671,6-7(5) 6-4 6-2,R32,140,4,1,63,47,21,5,6,7,2,47,34,24,3,7,117,81
5924,105138,104297,6-3 6-2,R16,74,3,2,31,26,14,2,2,6,1,34,24,6,2,5,14,98
5925,104022,105952,6-1 7-5,R16,92,0,2,40,30,12,2,3,3,4,44,28,6,4,9,57,83
5926,105379,105373,7-6(3) 6-7(3) 7-6(2),R16,184,14,4,67,59,23,2,5,4,3,103,70,16,8,11,101,35
5927,105332,106026,6-3 6-4,R16,85,12,3,47,35,18,7,7,0,2,55,31,13,9,11,47,474
5928,104534,111202,6-2 6-2,R16,66,2,1,28,20,10,3,4,2,3,34,18,7,2,7,96,104
5929,105077,104327,6-2 6-0,R16,63,1,3,33,23,12,3,3,0,1,34,15,3,4,9,27,86
5930,106421,104229,6-4 6-3,R16,85,6,1,36,24,18,3,5,2,3,28,14,15,4,9,99,64
5931,106075,105227,7-6(5) 5-7 7-5,R16,168,8,2,83,55,30,9,11,18,2,69,53,26,3,5,117,6
5932,105138,104022,2-6 6-4 6-4,QF,124,1,3,54,34,13,6,10,2,2,56,36,15,8,12,14,57
5933,105332,105379,6-3 6-0,QF,61,4,4,22,20,14,0,0,4,3,26,14,5,4,8,47,101
5934,104534,105077,7-5 6-4,QF,104,9,1,48,32,16,2,3,2,1,41,29,11,1,4,96,27
5935,106421,106075,6-1 6-4,QF,84,8,2,37,28,7,3,4,3,5,45,26,9,6,11,99,117
5936,105138,105332,6-3 6-3,SF,68,3,1,36,26,10,0,1,8,3,27,18,9,3,7,14,47
5937,106421,104534,4-6 7-6(2) 6-2,SF,126,4,2,59,42,21,6,9,3,2,65,40,17,3,7,99,96
5938,105138,106421,6-3 6-4,F,73,4,1,38,32,9,0,0,8,4,42,30,9,2,4,14,99
5939,104925,105526,7-6(1) 6-3,R32,86,4,4,39,33,6,3,5,9,1,41,26,14,5,9,2,63
5940,104547,104252,6-7(3) 6-4 7-6(9),R32,157,9,4,71,55,27,3,4,14,3,71,57,23,6,8,71,50
5941,105963,105633,6-7(8) 7-5 6-4,R32,143,6,2,66,47,28,7,8,14,1,61,44,25,3,6,134,199
5942,103285,104571,6-4 5-3 RET,R32,114,2,7,38,24,26,12,14,2,1,39,23,12,5,9,107,36
5943,105676,104898,7-6(4) 6-2,R32,89,6,0,44,31,17,10,12,7,1,34,23,12,1,5,11,59
5944,104269,105577,7-5 6-0,R32,75,0,1,36,25,11,0,1,5,1,29,19,8,3,8,42,133
5945,111575,122570,6-1 6-3,R32,57,4,1,17,16,16,0,0,3,4,34,22,9,9,13,53,1277
5946,103333,105011,7-6(5) 7-6(0),R32,95,13,4,50,43,13,1,1,2,1,52,40,10,0,0,20,74
5947,104542,105723,6-1 4-6 6-2,R32,86,9,2,37,31,20,1,2,5,1,41,29,10,1,5,12,46
5948,104460,105487,6-1 6-7(2) 6-4,R32,105,7,4,57,41,18,2,2,7,7,59,41,15,7,11,72,56
5949,106210,105551,6-2 6-3,R32,65,13,2,29,27,9,0,0,1,1,40,25,11,6,9,55,507
5950,104607,105561,7-6(1) 6-2,R32,86,5,2,31,26,18,0,0,6,2,42,30,14,2,4,10,128
5951,104259,104291,6-2 7-6(3),R32,102,4,3,44,33,14,3,4,6,4,49,30,13,9,12,32,58
5952,104597,103893,7-6(2) 4-6 6-3,R32,148,13,2,55,39,26,3,6,5,3,57,38,18,4,7,44,40
5953,105589,103908,6-7(2) 6-3 6-2,R32,120,13,3,80,53,10,7,10,7,4,52,42,10,6,12,68,73
5954,104918,104871,6-0 7-6(2),R32,81,6,1,40,34,8,0,1,3,7,41,26,7,3,7,1,69
5955,104925,104547,6-3 6-4,R16,71,4,1,33,29,11,0,0,4,2,34,22,11,0,2,2,71
5956,103285,105963,6-3 6-2,R16,79,0,2,31,23,13,4,5,5,4,38,21,8,5,9,107,134
5957,104269,105676,6-1 7-6(6),R16,101,6,2,56,39,12,12,14,2,0,41,25,12,3,7,42,11
5958,103333,111575,7-6(3) 7-6(3),R16,89,16,4,45,42,17,3,3,13,4,42,34,19,0,0,20,53
5959,104542,104460,6-1 6-3,R16,45,12,2,26,22,11,0,0,1,1,29,16,7,3,7,12,72
5960,104607,106210,7-6(5) 1-6 6-1,R16,105,13,3,47,39,14,2,4,9,2,55,36,16,0,2,10,55
5961,104597,104259,7-6(5) 7-6(6),R16,105,11,1,44,32,21,0,2,8,1,49,38,15,0,2,44,32
5962,104918,105589,7-6(6) 7-5,R16,143,10,0,46,36,13,3,6,2,3,74,45,12,10,14,1,68
5963,104925,103285,6-3 6-3,QF,91,3,3,35,26,12,3,4,2,5,33,25,6,2,6,2,107
5964,104269,103333,6-2 7-5,QF,83,2,1,48,34,7,1,1,13,4,42,31,8,9,12,42,20
5965,104607,104542,7-5 6-3,QF,91,9,1,51,39,19,7,7,6,0,32,25,11,1,3,10,12
5966,104918,104597,7-6(4) 7-5,QF,129,5,3,51,34,17,3,5,4,4,44,30,21,9,12,1,44
5967,104925,104269,4-6 7-6(7) 6-3,SF,142,3,1,57,45,15,4,7,2,3,70,44,16,3,7,2,42
5968,104918,104607,6-3 6-4,SF,101,10,1,42,33,11,2,3,2,1,34,23,12,2,5,1,10
5969,104925,104918,6-3 5-7 6-4,F,174,2,3,79,54,19,5,7,8,4,50,39,16,1,4,2,1
5970,104291,106043,7-6(1) 6-3,R32,93,3,1,35,27,18,1,2,0,2,45,27,17,4,7,56,52
5971,104229,111575,4-6 7-6(5) 7-6(9),R32,158,6,5,72,59,24,9,12,16,3,62,51,26,3,5,61,51
5972,105449,103565,6-4 6-3,R32,85,11,3,31,28,13,1,2,2,6,33,26,12,4,7,33,53
5973,105992,104198,6-1 6-2,R32,65,9,1,30,24,9,2,2,2,3,38,22,7,6,10,89,74
5974,104871,104677,6-4 6-2,R32,61,1,1,27,21,16,0,0,4,2,31,23,11,3,6,71,0
5975,103852,105030,3-6 6-4 6-3,R32,107,11,4,47,41,17,6,7,8,3,55,40,18,5,7,28,1035
5976,105311,105077,6-1 7-5,R32,87,3,3,34,27,11,2,3,3,3,33,20,12,5,9,44,26
5977,105454,105487,6-1 6-7(6) 7-6(3),R32,135,14,3,63,54,18,2,3,6,9,70,47,17,3,7,324,55
5978,104898,110686,6-4 7-5,R32,80,13,3,33,26,17,6,8,3,3,39,23,14,4,8,58,447
5979,104571,105173,6-4 6-4,R32,96,7,1,29,23,21,2,3,3,1,40,22,15,4,7,36,60
5980,104460,111581,7-6(4) 3-6 6-4,R32,116,12,3,70,47,28,10,13,11,2,57,44,20,5,7,70,195
5981,106210,104547,6-4 6-3,R32,82,10,6,45,34,8,5,5,5,2,28,18,15,2,5,54,69
5982,104545,104291,6-3 3-6 7-6(6),R16,117,22,0,68,55,13,4,5,15,6,54,44,24,3,4,19,56
5983,105449,104229,6-4 7-6(4),R16,88,5,4,33,31,21,0,0,4,2,36,30,18,0,1,33,61
5984,106058,105992,7-6(5) 4-6 6-1,R16,125,11,6,61,42,25,4,7,17,1,61,47,8,2,6,23,89
5985,104871,103852,W/O,R16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,28
5986,105311,105454,6-3 6-4,R16,73,3,3,33,25,13,0,2,5,6,27,19,7,1,5,44,324
5987,104898,103970,2-6 6-4 7-6(4),R16,120,11,2,66,48,21,6,9,4,2,72,52,13,5,7,58,21
5988,104571,104460,4-6 7-6(4) 6-4,R16,125,12,5,62,48,25,8,10,6,6,72,52,22,8,10,36,70
5989,106210,104907,6-7(6) 7-5 6-3,R16,143,15,6,66,53,26,5,5,8,2,64,50,16,1,3,54,434
5990,105449,104545,6-3 5-7 7-6(3),QF,134,12,2,60,51,22,1,2,19,4,78,59,15,9,10,33,19
5991,106058,104871,5-7 6-4 6-3,QF,129,12,2,57,43,18,2,4,14,7,86,54,23,21,25,23,71
5992,105311,104898,6-3 6-2,QF,57,1,0,32,26,13,2,2,5,2,29,19,7,3,6,44,58
5993,104571,106210,6-2 6-4,QF,70,12,1,27,24,12,0,0,5,1,40,23,9,4,7,36,54
5994,106058,105449,6-4 6-3,SF,70,2,3,30,23,16,1,1,3,4,33,26,9,1,4,23,33
5995,105311,104571,6-1 7-5,SF,72,3,2,41,32,11,1,1,1,5,21,15,13,1,4,44,36
5996,106058,105311,6-3 5-7 6-3,F,116,13,3,54,43,11,1,4,10,3,60,40,14,4,9,23,44
5997,104180,104678,6-3 7-6(6),SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,29
5998,105554,105723,6-2 3-6 6-3,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,48
5999,103917,105064,6-2 7-6(2),R32,80,6,2,39,31,13,2,3,2,3,33,20,13,2,5,38,62
6000,105881,106378,7-6(3) 7-6(5),R32,103,17,4,48,39,17,2,2,11,4,45,38,17,2,2,198,45
6001,104180,105238,3-6 6-3 7-5,R32,127,14,6,56,44,20,2,3,8,6,65,49,17,5,7,34,63
6002,103893,104252,7-6(4) 4-6 7-6(5),R32,153,9,1,55,42,33,1,3,11,3,59,48,29,1,2,41,49
6003,111442,105932,7-5 6-2,R32,82,6,1,36,24,11,1,3,1,5,33,18,9,1,6,75,94
6004,104259,104926,6-4 6-4,R32,81,5,1,38,30,12,3,4,2,1,27,19,15,2,5,32,47
6005,105723,105373,2-6 6-1 3-0 RET,R32,72,6,2,30,23,9,3,5,1,4,39,22,8,2,6,48,35
6006,200282,105332,6-3 3-6 7-6(1),R32,104,2,4,48,35,20,2,5,10,7,56,38,18,3,6,333,46
6007,104999,104597,6-4 6-2,R32,70,12,0,35,31,6,1,1,7,4,26,20,17,4,7,50,43
6008,104719,105053,6-7(5) 7-5 6-3,R32,156,5,1,71,53,22,5,6,4,2,67,46,19,5,8,37,90
6009,105554,106329,6-3 4-6 6-3,R32,102,3,3,45,30,19,1,5,6,1,62,39,6,3,9,67,83
6010,105671,106331,6-7(3) 6-4 6-1,R32,145,11,4,62,45,29,14,15,2,6,66,40,17,6,11,81,238
6011,104655,103917,6-4 2-6 6-2,R16,107,9,3,45,35,14,2,4,2,2,54,33,14,3,6,22,38
6012,104180,105881,6-1 3-6 6-4,R16,102,22,3,40,36,15,0,1,17,4,51,42,15,10,13,34,198
6013,104678,103893,6-3 6-4,R16,92,12,1,33,30,12,1,1,3,5,49,34,14,8,10,29,41
6014,104259,111442,7-5 6-4,R16,84,5,1,38,30,16,3,4,10,0,43,30,7,0,3,32,75
6015,105723,200282,6-2 0-0 RET,R16,40,2,1,13,9,9,2,2,0,0,20,10,6,6,8,48,333
6016,105807,104999,3-6 7-6(4) 6-3,R16,130,4,6,61,45,21,5,6,8,3,78,54,18,9,11,30,50
6017,105554,104719,1-6 6-3 6-3,R16,103,5,3,42,35,12,2,4,3,3,51,35,13,1,4,67,37
6018,106233,105671,6-7(5) 6-3 7-5,R16,159,5,5,60,41,24,3,7,6,2,65,39,26,6,12,8,81
6019,104180,104655,7-6(5) 6-4,QF,96,17,2,47,36,13,1,2,5,1,50,30,17,7,9,34,22
6020,104678,104259,W/O,QF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,32
6021,105723,105807,2-6 6-4 6-1,QF,105,9,5,37,29,22,4,6,4,3,46,31,17,7,10,48,30
6022,105554,106233,3-6 6-4 6-1,QF,122,1,0,45,31,23,5,9,2,4,49,29,15,3,9,67,8
6023,104180,105554,7-6(5) 6-2,F,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,67
6024,104918,105011,7-5 7-6(5) 6-2,R128,167,10,4,54,45,25,2,5,6,6,53,35,19,2,8,1,95
6025,126094,104229,4-6 6-3 7-6(0) 6-3,R128,170,19,6,76,59,33,19,22,16,7,65,47,25,3,7,152,60
6026,200282,105589,5-7 6-3 2-6 7-6(2) 6-1,R128,222,12,7,96,65,34,12,19,4,6,105,65,25,13,20,301,87
6027,105023,111460,6-7(10) 7-6(4) 6-3 6-4,R128,165,31,10,81,72,23,3,6,24,9,89,66,33,11,16,32,155
6028,104545,104505,6-3 6-4 6-7(5) 6-1,R128,143,33,6,79,67,20,2,2,19,4,74,59,17,6,10,19,88
6029,104999,104198,6-3 7-6(5) 6-4,R128,132,8,2,69,50,14,5,8,3,4,53,35,21,5,11,50,74
6030,104291,104424,6-3 6-4 6-3,R128,120,7,4,35,30,23,2,4,5,2,53,36,16,8,14,56,139
6031,122330,106298,6-0 3-6 6-3 6-4,R128,103,16,9,50,43,19,3,6,6,7,55,40,14,4,11,207,16
6032,104607,104563,6-1 RET,R128,32,2,2,10,8,9,1,1,1,2,16,8,4,1,3,10,157
6033,105992,103917,6-3 6-4 6-2,R128,122,8,3,49,38,14,4,6,1,5,56,33,16,8,14,82,41
6034,111511,106216,6-7(4) 7-5 3-6 6-2 6-2,R128,188,15,6,94,70,31,5,10,9,8,112,78,21,6,14,200,113
6035,103819,103781,7-5 3-6 6-2 6-2,R128,125,19,1,66,51,20,1,4,4,1,83,47,15,2,9,17,300
6036,105041,105077,4-6 7-5 1-6 6-4 6-3,R128,200,17,4,86,64,30,8,12,21,11,86,63,32,7,11,121,26
6037,104534,104719,5-7 6-3 6-2 6-0,R128,154,1,3,84,54,13,4,8,4,2,69,38,16,8,18,67,38
6038,104871,104597,4-0 RET,R128,23,3,3,13,10,3,2,2,1,1,6,3,2,0,2,72,42
6039,105453,105723,5-7 6-1 6-4 6-7(6) 6-2,R128,214,11,0,98,67,34,7,12,5,4,78,52,27,3,12,5,45
6040,104527,105373,4-6 6-4 7-5 4-6 6-4,R128,204,21,6,102,78,27,11,16,7,2,120,77,24,10,16,4,34
6041,105449,105643,6-3 6-4 6-4,R128,120,17,1,43,40,23,2,2,2,5,49,37,15,3,6,30,44
6042,103893,105902,6-4 7-6(4) 6-7(4) 6-4,R128,195,10,5,81,64,30,7,9,8,7,71,56,35,3,7,43,107
6043,104678,106000,6-4 6-4 2-6 2-6 6-3,R128,166,14,2,79,57,25,5,11,1,8,80,57,31,10,15,35,78
6044,106043,104655,6-3 6-3 6-0,R128,82,6,4,42,30,22,3,4,7,6,44,25,13,2,9,54,22
6045,104327,105032,3-6 6-3 6-2 6-2,R128,130,3,0,58,48,18,1,2,19,8,63,44,24,5,10,71,162
6046,104312,103908,6-4 7-6(4) 6-7(3) 7-5,R128,185,34,7,94,75,38,13,14,16,8,85,63,38,7,10,89,75
6047,106401,105671,6-1 6-2 6-2,R128,84,8,3,37,30,21,0,0,4,3,34,20,13,5,11,13,77
6048,104542,106329,6-1 6-3 6-7(5) 6-2,R128,143,20,5,49,43,34,3,4,4,8,60,39,24,7,14,12,83
6049,105583,103565,6-3 6-3 6-3,R128,119,4,4,57,42,17,7,9,3,5,54,29,23,7,13,94,55
6050,111575,105173,6-4 3-6 7-6(9) 6-3,R128,166,32,4,76,66,25,5,6,8,1,91,65,29,7,10,52,61
6051,106058,105732,6-4 7-6(4) 6-3,R128,132,10,6,69,56,15,5,6,14,4,68,49,16,9,12,20,73
6052,106071,105064,6-2 6-1 6-4,R128,97,12,2,44,39,17,3,3,10,3,53,33,12,7,12,27,62
6053,103607,105379,7-6(7) 7-5 0-6 6-3,R128,189,4,6,99,63,20,9,15,10,8,73,51,31,5,10,103,109
6054,105554,105487,7-6(8) 6-3 6-1,R128,115,14,3,53,44,21,2,2,11,4,50,34,18,6,10,51,65
6055,105227,105668,4-6 4-6 6-2 6-2 6-3,R128,184,26,8,71,60,30,2,4,18,7,99,63,26,6,12,7,273
6056,104792,106210,6-2 6-3 6-2,R128,92,4,3,34,27,26,2,3,2,8,47,28,11,6,12,6,53
6057,105238,106432,6-3 6-4 3-6 7-6(7),R128,177,14,9,75,58,29,6,9,13,7,80,56,26,7,11,69,59
6058,105385,105341,6-4 7-6(1) 6-4,R128,150,8,6,67,48,23,10,14,1,5,65,35,27,7,13,85,141
6059,104259,105932,6-4 3-6 7-6(2) 6-4,R128,151,12,4,66,51,28,4,7,3,2,95,64,21,3,7,33,92
6060,100644,104898,6-2 3-6 5-7 6-3 6-2,R128,174,17,10,92,69,24,12,16,13,11,81,60,24,7,14,24,57
6061,126207,105062,6-1 6-7(3) 6-3 6-2,R128,157,13,4,63,51,28,4,5,9,3,65,44,22,8,14,108,98
6062,104571,104022,6-3 3-0 RET,R128,65,4,1,17,15,11,2,2,1,2,31,18,7,7,10,36,70
6063,104745,104252,6-3 6-4 6-4,R128,124,6,0,53,41,19,0,0,7,1,66,41,22,9,12,9,49
6064,105138,105550,6-3 6-1 6-1,R128,83,7,1,38,37,12,1,1,5,5,40,23,8,6,12,14,81
6065,106415,106109,6-4 1-6 6-2 6-4,R128,150,1,4,67,46,26,4,7,19,5,72,50,20,5,10,99,632
6066,124014,106421,7-5 4-6 7-6(5) 6-1,R128,156,9,3,68,52,35,4,5,12,9,79,61,29,7,11,131,63
6067,103970,117357,6-3 6-0 6-2,R128,85,4,2,44,38,11,1,1,1,5,41,25,9,6,12,23,290
6068,104468,111581,6-1 6-3 6-3,R128,110,2,3,39,25,31,4,5,4,4,51,28,10,2,8,25,190
6069,104297,111577,3-6 0-6 6-1 6-4 6-4,R128,185,13,3,77,54,26,7,12,9,5,78,52,29,8,13,100,101
6070,104180,126203,7-6(6) 7-6(5) 6-3,R128,134,30,4,70,58,22,6,6,12,4,70,53,18,0,1,28,93
6071,105683,104460,6-3 6-4 6-2,R128,92,18,5,50,41,18,3,3,3,7,55,34,20,6,10,3,66
6072,106233,105526,4-6 6-4 6-4 6-3,R128,174,12,9,62,52,30,8,10,13,10,74,59,26,14,19,8,58
6073,111442,105311,6-7(2) 4-6 6-3 6-2 6-1,R128,201,23,1,97,71,26,8,11,4,5,73,49,31,5,13,76,37
6074,105332,103163,7-6(2) 6-4 RET,R128,97,22,4,43,35,16,1,2,4,5,45,25,24,3,5,47,0
6075,104926,103852,7-5 6-3 7-5,R128,123,5,3,43,38,23,0,2,13,8,71,48,24,22,28,48,29
6076,103333,104547,6-7(6) 3-6 7-5 6-2 22-20,R128,314,75,12,140,127,44,3,4,33,9,152,125,49,5,9,21,68
6077,106225,106361,6-4 4-6 6-2 6-3,R128,145,12,10,65,49,26,5,7,13,3,66,47,16,3,9,194,86
6078,103285,104098,6-2 7-6(1) 6-3,R128,119,15,4,64,51,21,4,4,5,5,58,39,13,5,8,102,405
6079,105676,124187,6-4 4-6 6-2 4-6 6-4,R128,176,13,7,79,61,42,6,8,21,7,85,64,28,2,6,11,208
6080,105777,106331,7-6(2) 6-3 6-3,R128,121,15,0,47,46,21,0,0,6,1,64,44,23,10,13,15,231
6081,111202,105952,6-2 6-3 6-2,R128,105,4,1,39,27,21,1,2,6,7,38,24,16,9,16,105,79
6082,104122,105430,6-4 7-6(4) 5-7 7-6(8),R128,236,18,5,92,70,34,8,12,7,2,110,74,25,5,9,90,96
6083,104755,106425,6-4 6-4 6-2,R128,113,2,1,53,38,20,0,1,7,3,49,31,15,3,8,18,287
6084,105807,105166,6-0 3-6 3-6 6-2 3-0 RET,R128,143,20,8,59,49,19,3,7,10,5,73,41,22,13,20,31,132
6085,106378,105053,6-2 7-5 6-3,R128,110,12,2,43,39,20,0,1,6,4,48,32,17,5,10,46,91
6086,104797,104471,6-1 6-4 3-6 7-5,R128,154,14,2,78,61,19,8,11,7,11,65,47,20,3,9,117,170
6087,104925,104269,6-1 7-6(4) 6-2,R128,140,2,2,58,44,18,3,5,5,5,55,33,20,10,16,2,40
6088,104918,126094,6-3 6-0 6-2,R64,96,9,2,44,34,17,0,0,2,3,27,19,14,1,7,1,152
6089,105023,200282,7-6(5) 6-0 6-1,R64,108,9,9,46,43,21,3,3,1,4,68,44,8,8,13,32,301
6090,104999,104545,6-7(4) 6-7(4) 6-4 7-6(7) 9-7,R64,250,22,13,128,107,43,16,17,33,4,143,106,36,13,16,50,19
6091,104291,122330,6-2 6-3 7-5,R64,97,8,4,48,34,20,7,10,15,4,50,30,14,4,12,56,207
6092,104607,105992,6-3 7-6(6) 6-2,R64,125,15,2,48,43,16,2,3,6,11,68,46,22,10,15,10,82
6093,103819,111511,7-5 6-3 7-6(3),R64,123,17,2,67,55,25,5,6,2,3,57,36,28,5,8,17,200
6094,105041,104534,2-6 6-3 6-2 6-4,R64,135,8,1,66,45,28,8,12,5,5,68,42,16,5,11,121,67
6095,105453,104871,6-3 6-4 6-3,R64,126,2,0,61,41,15,6,9,5,5,54,32,16,11,18,5,72
6096,104527,105449,6-3 6-4 6-4,R64,111,11,4,54,47,19,5,5,6,0,66,44,14,8,11,4,30
6097,104678,103893,6-3 1-6 7-6(3) 3-6 6-3,R64,227,21,6,84,65,34,12,16,8,8,98,68,32,8,11,35,43
6098,104327,106043,6-3 6-3 2-6 6-4,R64,152,5,0,80,57,16,5,8,5,5,67,46,24,5,10,71,54
6099,104312,106401,1-6 6-7(1) 6-4 6-2 10-8,R64,188,16,4,85,65,41,7,10,28,8,118,88,27,7,12,89,13
6100,104542,105583,6-2 6-2 6-3,R64,105,15,2,45,38,17,3,4,1,0,57,30,13,9,15,12,94
6101,106058,111575,6-3 6-4 6-4,R64,134,7,5,63,51,20,8,9,10,6,58,41,22,11,15,20,52
6102,106071,103607,7-5 7-6(4) 4-6 7-6(5),R64,200,19,2,96,77,21,3,5,13,7,104,77,31,6,8,27,103
6103,105554,105227,3-6 7-5 6-3 6-3,R64,177,5,7,84,58,30,16,19,14,4,63,44,24,8,14,51,7
6104,104792,105238,6-3 6-4 1-6 6-0,R64,116,17,5,62,49,11,3,6,6,5,72,48,19,13,19,6,69
6105,104259,105385,7-5 6-3 6-0,R64,111,3,3,43,33,23,4,5,5,2,62,30,15,5,12,33,85
6106,100644,126207,6-2 6-3 6-4,R64,116,9,6,55,41,26,5,5,4,2,55,34,16,4,8,24,108
6107,104745,104571,6-3 6-1 6-3,R64,132,5,0,64,46,10,4,5,7,4,53,33,16,10,16,9,36
6108,105138,106415,6-2 6-3 6-3,R64,129,9,1,63,41,6,6,10,2,3,71,35,19,12,21,14,99
6109,103970,124014,2-6 6-4 6-4 6-2,R64,166,6,7,84,58,30,11,13,7,3,68,48,27,10,14,23,131
6110,104468,104297,6-4 6-1 6-1,R64,96,3,5,47,41,10,2,2,1,3,50,29,13,5,11,25,100
6111,105683,104180,6-3 6-4 7-6(4),R64,119,21,3,61,51,20,4,4,7,1,65,44,18,5,7,3,28
6112,106233,111442,6-2 6-1 6-7(6) 6-4,R64,163,12,4,66,54,27,4,5,5,1,67,40,30,10,17,8,76
6113,105332,104926,7-6(3) 4-6 6-3 3-6 6-3,R64,208,21,10,96,70,36,10,16,2,6,92,56,41,8,14,47,48
6114,103333,106225,6-4 6-4 6-4,R64,120,19,7,52,44,23,5,5,5,6,46,35,23,7,10,21,194
6115,105676,103285,6-4 6-0 6-3,R64,104,7,4,44,32,23,4,5,3,9,46,27,12,6,13,11,102
6116,105777,111202,1-6 6-4 6-4 6-4,R64,156,12,4,76,52,22,10,15,7,4,71,53,11,5,10,15,105
6117,104755,104122,6-1 6-1 6-1,R64,105,2,5,39,29,21,2,2,2,1,38,20,11,6,13,18,90
