idx,winner_id,loser_id,score,matchround,minutes,w_ace,w_df,w_1stIn,w_1stWon,w_2ndWon,w_bpSaved,w_bpFaced,l_ace,l_df,l_1stIn,l_1stWon,l_2ndWon,l_bpSaved,l_bpFaced,winner_rank,loser_rank
11660,105453,106421,6-4 3-6 6-2,F,124,3,3,44,31,17,3,6,8,6,54,34,20,10,15,9,16
11661,106421,104542,7-6(6) 6-2,SF,82,10,1,33,28,14,0,1,17,2,52,36,7,10,13,16,239
11662,105453,104871,6-2 6-2,SF,66,2,2,33,26,9,2,2,10,3,27,15,6,1,5,9,40
11663,104542,200282,6-4 7-6(2),QF,106,12,2,43,34,15,4,5,1,2,60,38,9,4,6,239,31
11664,106421,105683,6-7(2) 6-3 6-4,QF,129,12,3,68,48,25,8,8,29,5,56,46,19,2,4,16,18
11665,104871,106034,6-4 3-6 7-6(4),QF,127,10,8,58,44,18,4,8,12,6,54,40,18,6,9,40,185
11666,105453,105777,7-5 7-5,QF,100,5,2,47,37,9,0,1,8,5,53,37,13,6,9,9,19
11667,104542,106121,7-6(5) 6-3,R16,100,11,3,37,30,11,4,7,3,7,51,34,11,6,11,239,77
11668,200282,111442,6-4 6-2,R16,80,1,1,38,29,8,0,0,5,0,39,30,3,3,6,31,72
11669,106421,104918,7-5 6-2,R16,81,16,2,34,27,13,0,1,6,1,39,27,7,2,6,16,240
11670,105683,200175,6-3 7-6(2),R16,82,21,3,46,40,10,0,0,3,0,44,28,18,2,3,18,131
11671,104871,106401,6-7(5) 6-2 6-3,R16,99,17,5,58,50,17,2,2,13,6,59,48,10,2,5,40,35
11672,106034,106378,7-6(6) 6-4,R16,93,15,0,48,41,14,3,3,7,1,50,35,14,1,2,185,14
11673,105777,105357,6-3 6-4,R16,88,6,2,35,27,13,2,4,1,1,37,18,10,3,7,19,38
11674,105453,106045,7-5 6-2,R16,79,7,2,32,27,15,0,0,5,3,36,26,8,4,7,9,63
11675,104542,106423,7-6(6) 6-4,R32,102,11,1,41,33,20,2,3,3,0,46,34,10,1,3,239,146
11676,111442,106109,6-3 6-0,R32,77,1,2,29,23,7,0,1,1,3,33,17,12,8,13,72,154
11677,200282,200615,6-2 6-2,R32,60,1,2,28,25,6,3,4,5,5,31,18,4,4,9,31,147
11678,104918,105902,6-3 6-4,R32,88,6,4,39,28,16,4,5,8,2,34,23,9,1,4,240,234
11679,200175,104919,6-3 6-1,R32,61,5,2,25,22,12,1,1,6,2,29,18,7,4,8,131,56
11680,105683,105379,6-0 6-3,R32,47,18,0,29,27,5,0,0,4,1,30,16,2,4,8,18,67
11681,106401,105992,7-6(5) 5-7 7-6(5),R32,128,44,3,80,63,24,1,2,27,3,77,60,24,5,5,35,62
11682,104871,105526,4-6 6-3 6-4,R32,99,15,4,52,40,21,2,3,10,2,41,32,22,4,6,40,57
11683,106034,200005,6-4 7-6(6),R32,90,12,0,43,39,10,0,0,6,4,45,35,14,0,1,185,102
11684,105777,106415,6-3 6-4,R32,79,9,6,43,37,12,6,7,1,1,33,21,7,0,3,19,75
11685,105357,105815,7-6(6) 6-7(6) 6-0,R32,153,8,2,68,49,15,3,5,12,4,63,44,20,13,18,38,61
11686,106045,126203,7-6(5) 6-7(2) 6-4,R32,144,8,4,73,58,26,4,4,22,4,72,57,27,9,10,63,49
11687,105138,104607,6-4 3-6 6-3,F,115,5,0,60,43,16,5,6,3,3,51,39,16,6,8,24,71
11688,105138,104925,3-6 7-6(6) 6-4,SF,155,7,0,66,52,11,2,4,9,3,72,48,27,6,8,24,1
11689,104607,106065,7-6(6) 6-3,SF,89,12,0,41,31,18,2,3,5,4,51,33,17,7,9,71,20
11690,104925,105932,4-6 6-3 6-4,QF,116,7,3,57,41,15,3,6,4,3,54,39,12,3,7,1,21
11691,105138,104527,6-4 6-4,QF,105,2,1,53,39,8,3,3,7,0,51,32,18,12,14,24,66
11692,106065,105583,7-6(2) 6-2,QF,73,4,0,47,36,9,2,2,6,1,46,33,6,5,7,20,48
11693,104607,105732,6-2 6-4,QF,71,6,0,32,29,8,2,2,5,2,44,27,11,3,6,71,55
11694,104925,105916,4-6 6-4 6-1,R16,120,5,1,53,39,13,2,4,6,3,53,33,16,2,6,1,36
11695,105932,126094,6-3 6-4,R16,61,8,8,36,31,8,2,4,6,4,28,19,8,0,4,21,68
11696,104527,111797,6-4 7-6(3),R16,88,5,1,30,28,20,0,0,9,3,47,38,11,5,6,66,43
11697,105138,104198,6-1 6-4,R16,70,2,0,33,25,11,3,4,2,4,32,20,3,3,7,24,105
11698,105583,105575,7-6(4) 0-6 7-5,R16,131,8,2,73,48,12,7,12,4,2,61,45,16,4,7,48,116
11699,106065,105550,W/O,R16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,58
11700,104607,104269,4-6 6-3 7-5,R16,133,3,2,59,44,15,2,5,9,3,75,50,16,10,14,71,28
11701,105732,109739,6-3 6-7(6) 7-6(6),R16,149,9,2,73,57,25,2,2,14,3,73,56,22,5,6,55,74
11702,104925,106000,6-1 6-2,R32,55,3,2,26,21,11,0,0,0,2,26,17,5,4,8,1,47
11703,105916,105657,6-3 6-2,R32,72,1,2,32,24,15,8,8,0,3,34,20,8,6,10,36,60
11704,126094,104312,7-5 6-1,R32,75,10,3,30,22,18,3,5,5,2,35,22,8,7,12,68,37
11705,105932,105077,6-1 1-6 6-1,R32,98,9,3,33,27,16,2,4,5,2,47,26,14,8,12,21,65
11706,104527,111575,7-6(7) 6-4,R32,102,7,1,49,36,22,4,4,6,0,46,36,13,2,3,66,11
11707,111797,104898,6-7(7) 6-4 7-6(4),R32,158,12,1,87,59,24,7,9,12,5,74,54,19,4,7,43,50
11708,104198,122570,6-1 6-3,R32,61,1,0,27,22,12,3,3,6,2,30,17,11,6,10,105,0
11709,105138,126610,6-1 6-4,R32,69,3,2,34,27,12,2,2,4,1,28,17,7,0,3,24,54
11710,105575,105676,3-6 6-4 7-6(4),R32,138,6,3,66,44,21,3,5,11,2,70,47,21,5,7,116,22
11711,105583,105173,6-3 7-6(5),R32,95,3,1,58,40,9,6,8,3,2,38,26,11,2,5,48,42
11712,105550,117356,7-6(1) 6-3,R32,107,5,1,48,36,11,0,2,3,1,53,32,12,6,9,58,249
11713,106065,104660,6-4 6-2,R32,82,5,3,42,35,6,1,1,6,3,58,34,9,8,11,20,134
11714,104269,103893,6-3 6-4,R32,89,9,0,36,30,6,0,2,2,1,40,21,14,7,11,28,109
11715,104607,104259,6-4 7-6(5),R32,102,6,1,43,33,17,1,2,3,4,42,33,14,2,4,71,34
11716,109739,105376,6-1 6-4,R32,55,8,0,34,30,8,2,2,6,4,27,19,10,4,7,74,59
11717,105732,106233,6-3 7-5,R32,86,6,0,41,33,13,1,1,4,2,34,23,13,1,3,55,8
11718,104731,103333,7-6(4) 6-7(2) 7-6(5),F,164,21,6,65,57,26,0,0,36,4,83,74,16,8,8,6,100
11719,104731,104468,6-3 7-6(3),SF,108,21,2,54,43,14,9,10,1,0,34,26,10,0,2,6,30
11720,103333,104327,7-6(3) 4-6 6-3,SF,115,33,4,58,52,17,1,2,3,2,80,57,8,5,6,100,0
11721,104731,144719,6-3 6-3,QF,68,14,1,33,27,9,1,2,3,1,26,16,7,0,4,6,81
11722,104468,105332,3-6 7-6(4) 6-4,QF,139,4,4,74,54,13,8,11,11,12,64,48,23,9,12,30,52
11723,104327,104291,7-5 6-2,QF,93,1,0,42,27,16,3,4,6,0,22,17,14,1,5,0,45
11724,103333,105208,7-6(5) 7-6(5),QF,105,25,4,60,51,12,3,3,10,3,45,40,18,0,0,100,95
11725,104731,111513,7-6(3) 7-6(6),R16,128,20,2,54,44,16,1,2,6,4,63,47,16,6,7,6,93
11726,144719,104620,7-5 6-0,R16,76,4,1,36,29,5,0,1,1,1,42,20,8,3,8,81,141
11727,104468,125802,6-7(3) 6-2 6-1,R16,151,9,2,62,42,29,6,6,4,5,66,40,19,7,12,30,91
11728,105332,106210,6-4 6-2,R16,71,11,6,22,20,17,3,4,2,3,39,22,12,9,13,52,89
11729,104327,111581,4-6 7-6(4) 6-2,R16,189,5,5,81,51,29,16,18,2,1,71,46,21,11,14,0,103
11730,104291,106368,6-7(6) 7-6(5) 6-3,R16,166,6,6,78,59,29,8,10,20,8,77,56,15,5,9,45,132
11731,103333,105539,6-4 7-5,R16,72,17,2,36,31,13,0,0,8,3,35,28,16,2,4,100,97
11732,105208,111202,7-6(2) 6-2,R16,98,8,1,32,23,16,1,4,0,3,35,16,15,3,8,95,25
11733,111513,111459,7-5 7-6(6),R32,103,8,2,43,37,16,2,3,6,1,61,40,18,7,9,93,392
11734,104620,104797,6-4 6-4,R32,82,3,1,43,31,11,3,4,7,2,35,23,12,0,3,141,92
11735,144719,105430,6-2 7-6(4),R32,103,4,1,58,39,10,9,10,1,4,42,26,13,5,8,81,98
11736,125802,128034,6-7(9) 6-2 6-3,R32,138,2,7,64,48,31,6,6,9,3,67,49,14,3,6,91,86
11737,106210,126156,4-6 6-4 6-4,R32,137,10,1,47,37,20,3,5,6,3,78,50,17,5,8,89,149
11738,105332,106329,7-6(5) 6-3,R32,87,18,3,44,37,18,7,7,5,1,50,38,9,2,4,52,120
11739,104327,106148,6-3 6-4,R32,93,6,2,39,25,16,5,7,3,6,32,22,8,1,5,0,73
11740,111581,105432,7-5 6-3,R32,74,5,0,39,34,5,1,2,2,2,32,23,12,1,5,103,110
11741,106368,104719,4-6 6-4 6-3,R32,117,9,6,64,49,13,1,3,3,2,61,41,11,1,4,132,96
11742,105539,104665,6-3 5-7 7-6(6),R32,150,7,0,69,49,19,5,8,1,8,51,38,27,2,6,97,82
11743,103333,200000,6-4 7-5,R32,74,13,1,34,29,15,0,0,7,3,39,30,9,0,2,100,108
11744,105208,105155,6-4 4-6 6-4,R32,134,14,6,61,45,23,7,9,1,2,61,41,18,7,10,95,104
11745,105815,111815,6-4 6-2,F,78,7,2,37,28,13,4,5,7,2,39,23,11,8,12,63,93
11746,111815,105526,7-5 4-6 6-3,SF,114,17,5,76,56,12,8,10,10,5,61,45,13,7,10,93,58
11747,105815,104259,6-4 6-2,SF,71,9,0,33,31,7,3,3,0,2,36,24,10,5,8,63,34
11748,111815,126203,7-6(3) 6-3,QF,93,11,0,48,39,15,4,4,6,3,52,36,13,4,5,93,50
11749,105526,105807,7-6(5) 6-7(6) 7-6(7),QF,179,22,3,80,66,20,2,4,6,2,104,72,23,13,15,58,24
11750,105815,104919,6-3 7-6(5),QF,93,11,1,41,34,15,0,0,3,0,40,27,18,6,7,63,54
11751,104259,104926,6-3 6-1,QF,65,5,1,35,27,10,2,2,0,7,27,14,12,2,6,34,13
11752,126203,104545,7-6(3) 7-6(5),R16,99,12,2,57,45,14,3,4,26,4,59,48,10,2,3,50,10
11753,111815,105311,7-6(5) 6-4,R16,93,6,2,54,42,12,6,6,9,1,45,34,13,0,1,93,44
11754,105807,103970,1-1 RET,R16,19,0,0,2,2,3,0,0,0,0,9,5,2,1,1,24,124
11755,105526,104907,6-2 6-1,R16,63,12,0,29,24,12,3,3,4,2,30,19,3,3,7,58,360
11756,104919,126610,5-7 7-6(5) 6-3,R16,144,7,7,75,54,23,5,6,6,2,55,50,17,2,3,54,52
11757,105815,106065,6-3 6-3,R16,56,13,0,35,31,6,0,0,4,1,35,23,6,3,6,63,18
11758,104259,200005,6-4 6-4,R16,72,3,0,30,28,12,0,0,4,3,37,25,12,6,8,34,98
11759,104926,105376,6-2 3-6 7-6(5),R16,124,5,4,73,51,15,7,10,10,6,52,38,22,5,9,13,60
11760,126203,105657,4-6 6-3 6-4,R32,98,12,4,52,46,18,5,6,10,2,47,37,16,5,7,50,61
11761,111815,105332,6-3 6-2,R32,57,2,1,42,33,7,4,4,9,5,30,18,16,3,6,93,55
11762,105311,133430,4-6 6-4 6-4,R32,140,3,3,62,41,18,8,12,11,8,71,44,21,11,16,44,27
11763,103970,104898,6-2 6-1,R32,62,3,1,28,21,8,1,2,1,4,31,15,9,3,9,124,49
11764,105526,111513,7-6(5) 2-0 RET,R32,65,0,5,27,21,13,3,4,3,3,31,19,10,3,5,58,91
11765,104907,111202,7-5 6-3,R32,92,2,5,39,29,12,2,4,2,1,36,27,6,2,6,360,25
11766,104919,105449,7-5 6-3,R32,93,2,2,31,22,19,1,2,4,4,46,32,9,7,11,54,33
11767,126610,111456,6-3 6-4,R32,71,14,2,40,32,11,2,3,2,3,34,22,11,3,6,52,79
11768,105815,109739,6-3 6-4,R32,75,6,1,35,25,18,4,6,2,0,31,18,11,2,6,63,70
11769,200005,104655,7-5 6-1,R32,68,6,3,34,26,15,1,2,1,4,32,18,8,2,6,98,90
11770,104259,105614,6-4 7-6(2),R32,89,0,1,35,27,18,0,1,2,3,34,25,17,4,6,34,76
11771,105376,105550,6-1 3-6 6-2,R32,93,6,8,44,29,25,5,7,8,1,43,28,12,6,11,60,66
11772,200282,104312,7-5 7-6(5),F,125,4,4,60,45,7,0,2,5,3,48,31,24,9,12,29,37
11773,104312,106043,7-6(3) 6-4,SF,102,3,1,40,26,16,5,8,5,2,48,29,11,6,10,37,19
11774,200282,104468,6-3 6-2,SF,94,1,0,35,27,18,5,5,0,3,38,22,9,2,5,29,31
11775,104312,126774,4-6 6-4 6-4,QF,129,2,0,48,35,27,6,7,15,7,62,47,16,3,5,37,15
11776,106043,106415,6-1 3-6 7-6(1),QF,108,7,1,46,38,17,0,2,5,0,64,42,11,3,6,19,75
11777,104468,105357,7-5 3-6 7-6(3),QF,162,2,1,60,42,17,5,9,5,0,78,49,22,8,12,31,38
11778,200282,111442,7-6(4) 6-3,QF,114,2,0,50,35,13,4,7,2,3,43,24,8,3,7,29,72
11779,126774,105819,6-3 6-4,R16,74,8,1,38,28,10,0,1,4,4,27,18,12,2,5,15,80
11780,104312,105373,7-6(2) 6-2,R16,108,11,4,53,39,7,4,6,1,2,61,34,9,2,6,37,40
11781,106043,104198,6-2 6-3,R16,69,1,3,22,18,14,0,1,2,3,37,19,9,7,12,19,101
11782,106415,126094,6-3 6-1,R16,64,1,1,43,28,11,5,6,3,8,25,14,7,4,9,75,84
11783,105357,105916,6-3 6-4,R16,78,0,2,39,28,13,1,2,3,2,31,22,10,1,4,38,35
11784,104468,105023,7-6(5) 6-7(6) 6-4,R16,133,5,0,77,61,14,6,9,22,5,64,55,14,1,5,31,48
11785,200282,124187,6-4 7-6(5),R16,93,3,1,33,29,19,0,0,17,3,47,37,14,6,7,29,102
11786,111442,106121,3-6 7-6(5) 6-0,R16,146,9,2,59,43,12,2,5,5,3,51,36,20,6,10,72,78
11787,105819,105051,3-6 6-3 6-4,R32,132,7,5,53,39,20,4,6,11,6,55,43,14,6,9,80,47
11788,105373,200615,7-6(4) 4-6 7-6(5),R32,161,3,2,61,48,28,3,5,5,1,70,52,26,4,5,40,149
11789,104312,104871,7-5 2-6 6-4,R32,111,9,5,48,40,19,10,14,12,6,43,28,19,1,5,37,36
11790,104198,106045,7-5 6-4,R32,95,3,1,45,29,16,6,9,6,6,29,19,13,3,8,101,62
11791,106415,105992,6-4 6-2,R32,71,2,0,31,22,15,2,2,6,4,39,26,13,8,11,75,81
11792,126094,106298,6-2 6-3,R32,66,4,2,26,24,8,0,0,6,3,35,17,18,5,9,84,30
11793,105916,105902,3-6 6-3 6-4,R32,100,2,4,43,32,19,0,2,6,2,55,41,17,6,9,35,238
11794,105357,126207,4-6 7-6(5) 7-5,R32,159,12,3,62,47,22,1,5,15,5,66,50,17,4,8,38,39
11795,105023,104291,6-1 4-1 RET,R32,51,8,1,17,17,7,0,0,0,6,25,14,8,8,12,48,42
11796,200282,105583,6-4 6-3,R32,81,2,1,38,30,12,2,3,4,1,38,28,7,4,7,29,45
11797,124187,105077,6-3 6-4,R32,63,16,0,36,33,8,0,0,3,1,35,28,7,3,5,102,65
11798,111442,105173,6-3 6-3,R32,78,6,1,46,31,15,7,7,1,0,36,18,12,0,3,72,41
11799,104925,106283,6-3 6-2 6-2,R128,123,6,2,48,41,10,1,2,2,2,81,46,13,14,20,1,230
11800,104542,105373,6-4 6-4 7-6(5),R128,146,23,4,53,50,20,0,0,8,5,75,56,18,11,13,177,40
11801,106121,106423,5-7 4-2 RET,R128,92,3,2,38,28,10,5,7,0,1,53,34,7,8,10,82,144
11802,133430,104665,6-2 6-3 7-6(3),R128,115,15,3,58,49,17,2,3,1,7,55,40,12,4,8,27,85
11803,105676,106426,6-0 6-2 6-2,R128,88,9,3,39,30,13,1,2,3,3,51,26,12,10,18,22,89
11804,105657,104719,6-3 6-4 6-4,R128,105,11,3,53,47,15,4,5,10,3,45,34,13,0,4,60,108
11805,105992,106210,6-0 7-5 6-3,R128,99,20,0,42,40,16,0,0,10,6,51,33,16,6,11,83,90
11806,106421,144750,6-1 6-2 6-1,R128,107,7,4,43,34,18,4,4,6,4,46,27,7,10,17,19,119
11807,104926,144719,7-6(3) 7-6(7) 3-1 RET,R128,144,12,3,68,51,18,8,10,7,0,65,43,16,2,5,13,79
11808,104919,111797,7-6(4) 7-6(3) 4-6 6-3,R128,192,19,5,80,68,31,1,2,21,6,83,65,32,5,6,53,45
11809,125802,104291,4-6 7-6(6) 6-1 4-0 RET,R128,195,8,12,70,51,23,10,13,2,5,67,42,27,15,22,84,43
11810,105807,104563,6-7(5) 2-6 6-3 7-5 6-4,R128,227,20,3,108,83,25,2,4,25,7,102,79,34,10,13,23,163
11811,104259,104810,6-2 6-2 6-4,R128,120,10,1,45,36,28,10,10,2,1,54,33,9,1,6,32,261
11812,105311,105550,7-6(2) 4-6 7-6(5) 4-6 6-2,R128,241,19,1,119,84,33,9,13,18,5,113,78,33,10,14,44,65
11813,103333,128034,6-7(5) 7-6(5) 7-6(3) 7-6(5),R128,186,39,5,111,95,26,3,4,14,4,110,90,24,2,3,73,76
11814,105453,111794,3-6 6-7(6) 6-0 6-2 3-0 RET,R128,168,6,3,73,53,20,6,8,11,9,65,42,22,6,14,9,176
11815,100644,105379,6-4 6-1 6-4,R128,115,11,6,46,38,14,1,3,7,2,51,34,8,2,8,4,67
11816,104871,200005,3-6 7-6(6) 6-4 6-7(4) 7-6(6),R128,244,29,8,126,98,30,3,6,20,7,117,94,36,9,12,36,95
11817,106109,106058,4-6 6-3 6-2 6-2,R128,133,22,3,63,52,23,2,4,13,5,75,46,17,7,13,155,105
11818,104468,106216,7-6(2) 6-4 6-2,R128,127,10,3,54,46,21,3,4,4,5,50,34,22,8,12,30,133
11819,111202,105614,6-7(5) 6-7(5) 6-3 6-2 6-4,R128,217,10,2,101,81,29,1,2,22,4,105,75,35,8,14,25,78
11820,105732,105023,5-7 7-6(6) 6-3 6-1,R128,158,21,3,73,56,28,5,7,23,8,84,64,20,10,15,55,49
11821,104527,105208,3-6 3-1 RET,R128,60,3,1,21,15,11,2,4,4,4,26,21,5,0,1,59,86
11822,105683,106401,6-4 7-6(5) 6-4,R128,116,30,1,58,52,17,0,0,15,2,68,51,16,5,7,17,52
11823,106432,104327,6-1 6-4 6-4,R128,121,16,3,50,42,16,3,3,11,1,59,37,10,5,9,12,321
11824,105916,105077,6-3 6-4 6-7(5) 6-3,R128,193,14,4,85,66,27,5,7,4,2,81,53,26,11,16,38,64
11825,105539,111513,6-7(5) 6-4 6-1 7-6(5),R128,177,13,3,81,63,34,8,10,15,2,79,56,26,0,5,96,92
11826,105936,106065,4-6 0-6 6-1 7-6(8) 6-4,R128,164,20,3,77,63,21,1,7,10,3,90,60,28,7,13,93,18
11827,106298,105062,6-1 7-5 6-4,R128,105,20,1,58,46,15,3,5,4,2,50,30,15,5,11,31,56
11828,109739,105163,6-3 6-1 6-3,R128,99,13,1,58,40,13,1,2,3,1,41,25,11,2,8,71,252
11829,200615,104999,7-5 7-6(7) 6-4,R128,119,16,4,66,57,23,1,1,10,1,79,55,25,10,12,149,70
11830,106233,105332,6-4 6-3 5-7 1-6 6-3,R128,222,9,13,104,69,37,9,14,21,5,78,59,34,11,16,8,61
11831,105227,106071,6-2 6-4 7-6(3),R128,123,24,2,63,49,19,5,6,12,1,73,47,15,11,15,7,88
11832,111456,126094,6-4 6-4 2-6 6-4,R128,150,8,4,63,45,29,7,11,6,9,66,46,32,8,13,81,87
11833,105430,111581,3-6 6-3 6-4 6-2,R128,175,10,1,90,54,19,8,13,4,12,70,43,21,9,17,98,107
11834,104269,200175,7-6(5) 6-3 6-3,R128,131,21,6,58,46,17,1,2,2,2,69,40,24,12,16,28,125
11835,105138,104918,6-4 6-4 6-7(5) 6-7(4) 6-2,R128,249,7,0,107,89,24,4,5,19,2,93,74,31,5,10,24,229
11836,105357,105643,6-3 3-6 7-6(3) 6-2,R128,157,11,3,80,65,15,8,11,6,2,72,46,26,4,9,37,80
11837,106415,105815,6-4 7-6(5) 4-6 6-4,R128,192,10,2,109,75,26,19,22,18,5,73,54,35,4,8,69,41
11838,111575,105376,3-6 6-3 6-4 6-3,R128,151,15,4,59,50,17,1,3,6,5,63,43,33,10,15,11,63
11839,126774,126610,6-7(3) 6-4 6-3 7-6(4),R128,177,15,4,88,71,25,2,2,9,8,82,66,28,4,7,15,54
11840,104678,106148,6-1 1-6 2-6 6-1 6-4,R128,154,12,0,78,55,24,2,6,7,3,74,53,13,1,6,200,75
11841,105882,105819,6-7(3) 6-2 6-3 6-2,R128,164,23,3,63,52,30,5,6,8,5,65,49,17,5,11,137,77
11842,105932,111153,6-4 4-6 7-6(6) 6-3,R128,162,11,9,90,65,27,10,15,21,9,74,57,20,5,11,20,170
11843,104792,106000,6-0 6-4 6-0,R128,85,10,3,45,34,17,4,5,2,4,43,18,10,10,18,33,47
11844,126203,111815,6-3 7-6(6) 6-2,R128,124,15,1,66,50,23,5,6,8,1,70,49,16,8,12,50,68
11845,105554,105147,7-5 6-1 7-6(8),R128,155,9,2,62,49,22,2,2,5,8,48,38,25,4,8,189,150
11846,103819,104797,6-3 6-4 6-4,R128,117,14,2,46,38,24,0,0,4,1,69,45,16,6,9,3,101
11847,104731,105173,6-3 5-7 6-2 6-1,R128,173,14,5,71,53,20,5,7,5,1,78,49,12,8,15,6,42
11848,126207,105432,7-6(7) 6-3 6-3,R128,112,7,3,59,45,19,4,6,7,4,59,38,17,3,8,39,109
11849,111442,103852,6-1 7-6(0) 6-3,R128,112,9,1,60,49,15,0,0,9,3,51,35,11,5,8,72,66
11850,104312,105449,6-4 4-6 6-4 6-3,R128,141,12,5,62,50,28,5,6,11,3,52,42,30,1,5,35,34
11851,105777,104386,4-6 6-3 6-1 6-4,R128,153,18,8,69,59,18,3,4,6,4,70,48,22,10,15,21,0
11852,104655,105583,6-4 7-5 6-1,R128,121,5,0,46,32,22,3,5,5,4,69,46,8,8,15,94,46
11853,105341,106186,6-4 7-6(1) 2-6 6-3,R128,184,3,3,99,59,25,6,10,14,10,79,54,23,8,12,102,130
11854,124187,104545,7-6(4) 7-6(6) 6-7(4) 7-6(5),R128,178,40,6,87,74,42,1,2,47,2,107,93,19,2,3,97,10
11855,104607,106378,6-3 6-0 7-5,R128,102,12,1,49,43,15,1,1,4,3,47,29,14,2,7,57,14
11856,104898,104198,7-5 6-4 7-5,R128,135,9,3,59,47,26,4,5,5,5,64,46,19,6,10,58,100
11857,106045,117360,5-7 1-6 6-2 6-3 6-2,R128,183,19,11,87,69,24,14,17,8,6,86,62,19,6,11,62,169
11858,106043,200484,6-1 6-3 4-6 6-0,R128,107,9,2,55,45,19,2,3,9,5,59,33,14,2,9,16,206
11859,200282,105155,6-4 7-5 6-4,R128,118,5,2,60,46,16,1,2,1,2,54,36,24,4,8,29,103
11860,105967,105806,6-4 7-6(4) 4-6 6-3,R128,163,20,2,95,68,22,5,9,9,6,80,54,30,8,13,166,99
11861,105051,105526,1-6 6-4 6-3 6-4,R128,142,12,11,61,44,20,6,11,12,9,56,40,25,5,11,48,51
11862,104745,105902,6-4 6-3 7-5,R128,135,6,2,54,40,16,1,3,12,11,62,40,20,6,12,2,237
11863,104925,104542,6-3 7-5 6-4,R64,124,12,1,61,45,18,3,5,10,1,50,36,19,4,9,1,177
11864,133430,106121,6-3 7-6(2) 6-3,R64,128,16,4,67,56,17,7,7,6,5,49,41,11,0,2,27,82
11865,105676,105657,5-7 7-5 6-2 6-4,R64,162,12,2,82,66,15,1,3,20,3,74,53,25,3,8,22,60
11866,106421,105992,6-3 6-3 6-3,R64,91,10,1,40,35,18,0,0,4,4,41,28,14,2,7,19,83
11867,104926,104919,7-6(3) 6-3 7-6(5),R64,143,5,3,71,59,18,1,2,13,2,60,46,22,3,5,13,53
11868,105807,125802,6-2 6-3 7-6(7),R64,136,5,3,47,39,18,3,5,11,10,56,41,20,9,15,23,84
11869,105311,104259,7-5 4-6 7-6(4) 5-7 6-4,R64,258,28,1,130,99,26,14,16,20,6,113,83,42,12,14,44,32
11870,105453,103333,6-3 7-6(6) 5-7 5-7 7-6(7),R64,228,9,2,121,96,26,3,5,59,3,128,100,26,5,6,9,73
11871,100644,104871,7-6(5) 6-4 5-7 6-7(6) 6-1,R64,226,29,13,116,94,25,10,13,14,3,118,86,29,12,17,4,36
11872,106109,104468,2-6 6-4 4-6 7-6(8) 6-4,R64,244,11,3,85,58,38,6,12,14,9,124,86,31,13,18,155,30
11873,105732,111202,6-2 1-6 6-2 6-4,R64,133,13,3,62,49,16,0,3,2,1,60,37,20,6,11,55,25
11874,105683,104527,6-7(4) 7-6(6) 7-6(11) 7-6(5),R64,241,39,6,104,87,28,1,3,28,2,102,84,38,5,7,17,59
11875,106432,105916,6-4 6-3 6-4,R64,136,13,5,52,41,25,4,5,11,4,55,38,13,0,4,12,38
11876,105936,105539,6-4 7-6(8) 7-6(2),R64,172,15,2,78,54,26,7,10,11,3,93,61,23,7,11,93,96
11877,106298,109739,7-6(8) 7-6(8) 5-7 6-4,R64,202,15,5,93,81,25,5,6,21,4,95,73,39,4,5,31,71
11878,200615,106233,7-5 6-4 2-0 RET,R64,104,13,3,53,40,22,5,5,1,2,63,41,8,7,10,149,8
11879,105227,111456,7-5 6-7(9) 6-4 6-4,R64,217,25,6,82,63,26,4,7,9,2,110,70,18,9,15,7,81
11880,104269,105430,6-1 7-6(2) 6-3,R64,148,4,3,62,47,21,7,9,2,1,51,29,17,5,10,28,98
11881,105138,105357,6-3 6-1 3-6 6-7(6) 6-4,R64,228,10,2,105,74,24,6,9,12,4,110,71,29,10,17,24,37
11882,111575,106415,6-3 6-3 6-3,R64,122,16,4,64,41,18,5,7,4,2,66,33,12,8,15,11,69
11883,126774,104678,6-3 2-6 6-2 7-5,R64,160,14,2,64,50,24,2,4,8,3,89,57,19,15,19,15,200
11884,105932,105882,3-6 6-3 3-6 6-4 6-3,R64,174,9,12,85,61,22,4,10,13,7,75,49,28,6,13,20,137
11885,126203,104792,6-3 6-7(8) 7-6(6) 7-6(5),R64,204,15,2,121,88,31,12,13,22,6,114,82,30,12,15,50,33
11886,103819,105554,7-6(5) 7-6(3) 6-3,R64,155,11,1,62,52,24,2,3,4,0,70,51,21,3,5,3,189
11887,126207,104731,4-6 6-4 6-4 7-5,R64,179,10,2,80,64,19,4,6,13,4,87,64,23,10,14,39,6
11888,104312,111442,6-3 6-4 6-4,R64,114,14,3,53,40,13,1,3,11,3,67,44,10,7,13,35,72
11889,105777,104655,6-3 6-7(5) 6-3 7-5,R64,169,8,2,97,80,21,3,3,15,8,101,74,22,8,11,21,94
11890,105341,124187,6-7(15) 6-2 6-4 3-6 7-6(5),R64,212,2,4,133,106,16,4,5,67,8,108,92,26,2,5,102,97
11891,104607,104898,6-1 6-3 6-3,R64,79,7,1,43,38,14,0,0,4,2,38,25,15,2,7,57,58
11892,106043,106045,6-4 7-5 3-6 6-7(6) 6-4,R64,230,11,5,119,82,24,7,14,17,6,108,73,29,10,19,16,62
